AIRPORT;PHASE;YEAR;RULE_NAME;RULE_DESCRIPTION;NB_FLIGHT
LIRF;ARR;2019;Business;Business Aviation;14
LBWN;ARR;2020;Business;Business Aviation;16
LZIB;ARR;2020;Mainline;Mainline;7
BIKF;ARR;2020;Regional;Regional Aircraft;13
EDDE;ARR;2020;Mainline;Mainline;2
LJLJ;ARR;2020;Lowcost;Lowcost;23
LEAL;ARR;2020;Cargo;All-Cargo;22
ENBO;ARR;2020;Other;Other Types;3
LFMN;ARR;2021;Military;Military;11
LBBG;ARR;2021;Mainline;Mainline;7
EDDW;ARR;2021;Cargo;All-Cargo;6
EHEH;ARR;2021;Other;Other Types;11
LTBJ;ARR;2022;Regional;Regional Aircraft;18
LIPZ;ARR;2022;Military;Military;14
LFPG;ARR;2022;Business;Business Aviation;22
LFPB;ARR;2022;Regional;Regional Aircraft;3
LBWN;ARR;2023;Other;Other Types;5
LEBB;ARR;2023;Other;Other Types;9
LGIR;ARR;2023;Military;Military;21
UGKO;ARR;2023;Other;Other Types;5
EGNX;ARR;2024;Other;Other Types;31
EGPD;ARR;2024;Military;Military;1
UGTB;ARR;2024;Military;Military;15
LTBA;ARR;2024;Lowcost;Lowcost;2
LFRS;ARR;2024;Non-Scheduled;Charter;22
LFRS;ARR;2025;Other;Other Types;11
UDYZ;ARR;2025;Other;Other Types;11
EBCI;ARR;2025;Military;Military;3
LPPR;ARR;2025;Military;Military;8
EYVI;ARR;2025;Other;Other Types;14
EGNT;ARR;2016;Other;Other Types;12
LEBB;ARR;2016;Cargo;All-Cargo;3
ENTC;ARR;2016;Other;Other Types;12
LICC;ARR;2016;Other;Other Types;18
LWSK;ARR;2016;Other;Other Types;9
EDDM;ARR;2016;Military;Military;7
LIBD;ARR;2016;Non-Scheduled;Charter;7
UKBB;ARR;2016;Other;Other Types;2
EGPD;ARR;2016;Other;Other Types;4
ESSA;ARR;2017;Military;Military;16
ESGG;ARR;2017;Other;Other Types;15
ENTC;ARR;2017;Non-Scheduled;Charter;11
LBWN;ARR;2018;Non-Scheduled;Charter;21
LUKK;ARR;2018;Non-Scheduled;Charter;10
LQSA;ARR;2018;Military;Military;13
LPFR;ARR;2018;Military;Military;3
EGKK;ARR;2018;Business;Business Aviation;25
EDDR;ARR;2018;Lowcost;Lowcost;6
LGRP;ARR;2019;Business;Business Aviation;15
LYPG;ARR;2019;Other;Other Types;4
LLBG;ARR;2019;Military;Military;13
EGNT;ARR;2020;Military;Military;3
GCXO;ARR;2020;Military;Military;13
LGRP;ARR;2020;Lowcost;Lowcost;8
EGNT;ARR;2020;Non-Scheduled;Charter;2
LPFR;ARR;2020;Mainline;Mainline;1
LTAI;ARR;2020;Mainline;Mainline;7
LYPG;ARR;2020;Non-Scheduled;Charter;7
LFLL;ARR;2020;Military;Military;17
LIRN;ARR;2021;Non-Scheduled;Charter;15
GCFV;ARR;2021;Military;Military;4
LTAC;ARR;2021;Military;Military;10
ENBO;ARR;2021;Other;Other Types;8
EKCH;ARR;2021;Military;Military;10
LFPB;ARR;2021;Cargo;All-Cargo;6
LBBG;ARR;2021;Regional;Regional Aircraft;4
LPFR;ARR;2022;Non-Scheduled;Charter;22
LCLK;ARR;2022;Military;Military;7
LIBD;ARR;2022;Non-Scheduled;Charter;9
EGKK;ARR;2022;Military;Military;2
EDDE;ARR;2022;Lowcost;Lowcost;6
LMML;ARR;2022;Military;Military;8
LIPE;ARR;2022;Military;Military;10
LEAL;ARR;2022;Non-Scheduled;Charter;7
LFSB;ARR;2023;Military;Military;6
LEIB;ARR;2023;Military;Military;5
LLBG;ARR;2023;Other;Other Types;13
GCTS;ARR;2023;Cargo;All-Cargo;3
LIME;ARR;2023;Other;Other Types;3
LICC;ARR;2024;Business;Business Aviation;29
LFLL;ARR;2024;Non-Scheduled;Charter;48
LGRP;ARR;2024;Business;Business Aviation;25
ENZV;ARR;2024;Non-Scheduled;Charter;6
EGSS;ARR;2024;Military;Military;11
EPKT;ARR;2025;Mainline;Mainline;17
LFBO;ARR;2025;Military;Military;18
EDDW;ARR;2025;Cargo;All-Cargo;12
LFRS;ARR;2025;Other;Other Types;20
EGAA;ARR;2025;Non-Scheduled;Charter;8
EICK;ARR;2025;Cargo;All-Cargo;1
UDYZ;ARR;2016;Business;Business Aviation;16
EDDH;ARR;2016;Military;Military;2
LIEO;ARR;2016;Cargo;All-Cargo;24
LPPR;ARR;2016;Other;Other Types;10
LEMG;ARR;2016;Military;Military;5
LEBB;ARR;2016;Cargo;All-Cargo;10
LIMF;ARR;2016;Military;Military;8
LFBO;ARR;2017;Military;Military;11
LEMG;ARR;2017;Military;Military;4
LFLL;ARR;2017;Other;Other Types;5
LQSA;ARR;2017;Cargo;All-Cargo;4
LIEO;ARR;2017;Military;Military;3
LBSF;ARR;2018;Other;Other Types;19
UGTB;ARR;2018;Military;Military;12
EPKT;ARR;2018;Other;Other Types;17
EGPH;ARR;2018;Other;Other Types;13
LATI;ARR;2018;Other;Other Types;5
ESSB;ARR;2018;Cargo;All-Cargo;2
UDYZ;ARR;2018;Cargo;All-Cargo;4
LFML;ARR;2019;Military;Military;13
EGAA;ARR;2019;Non-Scheduled;Charter;5
LMML;ARR;2019;Military;Military;6
LPFR;ARR;2019;Regional;Regional Aircraft;13
LTAC;ARR;2019;Military;Military;4
LSZH;ARR;2020;Non-Scheduled;Charter;30
EBLG;ARR;2020;Non-Scheduled;Charter;3
EDDM;ARR;2020;Military;Military;4
LROP;ARR;2020;Other;Other Types;7
EGKK;ARR;2020;Cargo;All-Cargo;1
EGPF;ARR;2020;Other;Other Types;11
LYPG;ARR;2021;Other;Other Types;2
LIEO;ARR;2021;Military;Military;4
LJLJ;ARR;2021;Mainline;Mainline;17
LATI;ARR;2021;Cargo;All-Cargo;27
EBBR;ARR;2021;Other;Other Types;12
LTBA;ARR;2021;Military;Military;6
ENZV;ARR;2021;Military;Military;8
LBWN;ARR;2021;Other;Other Types;4
EDDG;ARR;2021;Mainline;Mainline;3
LTAI;ARR;2022;Military;Military;1
LTAC;ARR;2022;Cargo;All-Cargo;7
EGPH;ARR;2022;Military;Military;7
ESGG;ARR;2023;Cargo;All-Cargo;44
LATI;ARR;2023;Military;Military;9
LFPO;ARR;2023;Cargo;All-Cargo;42
LIBD;ARR;2023;Military;Military;6
LPPR;ARR;2023;Military;Military;7
ENVA;ARR;2023;Military;Military;6
ENTC;ARR;2023;Military;Military;1
EDDV;ARR;2023;Military;Military;17
EDDH;ARR;2023;Military;Military;4
ELLX;ARR;2024;Other;Other Types;23
LICJ;ARR;2024;Military;Military;8
EGGW;ARR;2024;Regional;Regional Aircraft;2
LATI;ARR;2024;Non-Scheduled;Charter;10
GCFV;ARR;2024;Cargo;All-Cargo;1
EGCC;ARR;2025;Other;Other Types;18
EGKK;ARR;2025;Business;Business Aviation;8
LTFJ;ARR;2025;Military;Military;2
LIRN;ARR;2016;Other;Other Types;10
EGBB;ARR;2016;Other;Other Types;8
LIRF;ARR;2017;Other;Other Types;20
LFRS;ARR;2017;Military;Military;5
LIEO;ARR;2017;Cargo;All-Cargo;19
EIDW;ARR;2017;Military;Military;2
EYVI;ARR;2017;Military;Military;3
EGPH;ARR;2017;Other;Other Types;13
LGRP;ARR;2018;Cargo;All-Cargo;16
LATI;ARR;2018;Other;Other Types;9
EGPF;ARR;2018;Military;Military;4
EPKT;ARR;2018;Military;Military;3
EGBB;ARR;2019;Military;Military;3
LBWN;ARR;2019;Other;Other Types;5
LYPG;ARR;2019;Non-Scheduled;Charter;6
EGPF;ARR;2019;Military;Military;4
GCRR;ARR;2019;Other;Other Types;3
ENBO;ARR;2019;Non-Scheduled;Charter;4
LFSB;ARR;2019;Military;Military;8
EGNX;ARR;2020;Other;Other Types;14
LEZL;ARR;2020;Non-Scheduled;Charter;3
EDDV;ARR;2020;Military;Military;12
LATI;ARR;2020;Regional;Regional Aircraft;13
LPFR;ARR;2020;Military;Military;1
LEMG;ARR;2020;Military;Military;3
LSZH;ARR;2020;Military;Military;5
LJLJ;ARR;2020;Lowcost;Lowcost;3
LZIB;ARR;2021;Lowcost;Lowcost;12
EDDG;ARR;2021;Mainline;Mainline;7
LLBG;ARR;2021;Other;Other Types;17
LPPR;ARR;2021;Military;Military;2
GCTS;ARR;2021;Other;Other Types;6
EDDE;ARR;2021;Other;Other Types;23
GCTS;ARR;2021;Military;Military;5
LBBG;ARR;2021;Cargo;All-Cargo;4
EBCI;ARR;2022;Military;Military;2
LPPR;ARR;2022;Military;Military;3
LWSK;ARR;2022;Military;Military;15
ESGG;ARR;2022;Other;Other Types;7
EDDE;ARR;2023;Lowcost;Lowcost;6
EKCH;ARR;2023;Other;Other Types;18
EDDH;ARR;2023;Military;Military;3
ENBO;ARR;2024;Military;Military;2
EBCI;ARR;2024;Cargo;All-Cargo;1
LTBA;ARR;2024;Cargo;All-Cargo;4
LFPB;ARR;2024;Cargo;All-Cargo;25
GCFV;ARR;2024;Other;Other Types;17
LIPZ;ARR;2024;Non-Scheduled;Charter;25
LTFJ;ARR;2025;Military;Military;5
GCFV;ARR;2025;Other;Other Types;9
EHEH;ARR;2025;Non-Scheduled;Charter;10
ENTC;ARR;2025;Other;Other Types;6
EGGD;ARR;2025;Military;Military;2
ENVA;ARR;2025;Cargo;All-Cargo;23
LROP;ARR;2025;Other;Other Types;11
LGRP;ARR;2016;Other;Other Types;8
LYPG;ARR;2016;Other;Other Types;3
LBSF;ARR;2016;Other;Other Types;26
LFLL;ARR;2016;Military;Military;4
LEBB;ARR;2017;Cargo;All-Cargo;3
EDDL;ARR;2017;Cargo;All-Cargo;1
LPPR;ARR;2017;Military;Military;3
LQSA;ARR;2017;Cargo;All-Cargo;4
LIBD;ARR;2017;Other;Other Types;4
GMMX;ARR;2017;Military;Military;7
LTFJ;ARR;2018;Military;Military;3
EGNT;ARR;2018;Cargo;All-Cargo;37
ESSA;ARR;2018;Military;Military;4
LIEO;ARR;2018;Scheduled;Traditional Scheduled;6
LGRP;ARR;2018;Other;Other Types;19
LFPO;ARR;2018;Business;Business Aviation;6
EHAM;ARR;2018;Military;Military;8
EGKK;ARR;2018;Business;Business Aviation;17
LIBD;ARR;2018;Military;Military;7
LGRP;ARR;2019;Business;Business Aviation;7
LFLL;ARR;2019;Military;Military;7
EPGD;ARR;2019;Military;Military;5
LFLL;ARR;2019;Military;Military;9
LFPO;ARR;2019;Business;Business Aviation;4
LTAI;ARR;2020;Regional;Regional Aircraft;2
LZIB;ARR;2020;Mainline;Mainline;2
LGIR;ARR;2020;Military;Military;8
EGGW;ARR;2020;Mainline;Mainline;1
LGRP;ARR;2020;Business;Business Aviation;11
LEIB;ARR;2020;Military;Military;3
EDDN;ARR;2020;Mainline;Mainline;12
LDZA;ARR;2021;Lowcost;Lowcost;7
EICK;ARR;2021;Non-Scheduled;Charter;2
LIML;ARR;2021;Lowcost;Lowcost;4
ENTC;ARR;2021;Non-Scheduled;Charter;4
ESGG;ARR;2021;Other;Other Types;8
ENTC;ARR;2022;Other;Other Types;13
GCRR;ARR;2022;Military;Military;5
UGTB;ARR;2022;Military;Military;10
LQSA;ARR;2022;Business;Business Aviation;15
LFRS;ARR;2022;Military;Military;8
EHEH;ARR;2023;Mainline;Mainline;3
LGRP;ARR;2023;Business;Business Aviation;22
GMMN;ARR;2023;Military;Military;6
LEAL;ARR;2023;Cargo;All-Cargo;22
UGKO;ARR;2023;Non-Scheduled;Charter;7
LFPO;ARR;2023;Military;Military;11
LSGG;ARR;2023;Military;Military;9
GCRR;ARR;2023;Military;Military;15
LFSB;ARR;2023;Military;Military;5
UGKO;ARR;2024;Business;Business Aviation;7
EIDW;ARR;2024;Other;Other Types;17
EGNX;ARR;2024;Military;Military;3
LFLL;ARR;2024;Military;Military;9
LCLK;ARR;2024;Regional;Regional Aircraft;24
EIDW;ARR;2024;Military;Military;4
EGKK;ARR;2025;Other;Other Types;21
EKCH;ARR;2025;Military;Military;10
LSZH;ARR;2025;Military;Military;4
EGPH;ARR;2016;Other;Other Types;5
GCRR;ARR;2016;Military;Military;14
LFPB;ARR;2017;Lowcost;Lowcost;2
LBWN;ARR;2017;Cargo;All-Cargo;1
LSZH;ARR;2017;Military;Military;4
LFMN;ARR;2017;Other;Other Types;6
LIML;ARR;2018;Military;Military;3
LLBG;ARR;2018;Military;Military;17
LIPZ;ARR;2018;Other;Other Types;22
UGKO;ARR;2018;Business;Business Aviation;2
LQSA;ARR;2018;Cargo;All-Cargo;4
GCFV;ARR;2018;Military;Military;5
ENVA;ARR;2018;Cargo;All-Cargo;17
EDDV;ARR;2018;Military;Military;5
EDDE;ARR;2019;Other;Other Types;23
LZIB;ARR;2019;Mainline;Mainline;2
LEMD;ARR;2020;Military;Military;3
LIPE;ARR;2020;Other;Other Types;6
EBLG;ARR;2020;Military;Military;4
UGSB;ARR;2020;Non-Scheduled;Charter;8
LTBA;ARR;2021;Other;Other Types;7
LIMF;ARR;2021;Non-Scheduled;Charter;8
LIMC;ARR;2021;Military;Military;7
EDDE;ARR;2021;Non-Scheduled;Charter;4
ELLX;ARR;2021;Military;Military;6
EDDP;ARR;2021;Other;Other Types;10
LEZL;ARR;2021;Military;Military;14
EGPF;ARR;2022;Military;Military;4
EPKK;ARR;2022;Non-Scheduled;Charter;12
EDDE;ARR;2022;Mainline;Mainline;2
ENZV;ARR;2022;Military;Military;5
UGKO;ARR;2022;Regional;Regional Aircraft;22
EDDL;ARR;2022;Cargo;All-Cargo;1
EDDC;ARR;2022;Military;Military;1
LGRP;ARR;2022;Other;Other Types;2
ESSB;ARR;2023;Non-Scheduled;Charter;18
LGRP;ARR;2023;Cargo;All-Cargo;1
LWSK;ARR;2023;Military;Military;2
LFPO;ARR;2023;Business;Business Aviation;2
EGAA;ARR;2023;Other;Other Types;7
LTBA;ARR;2023;Lowcost;Lowcost;2
LICC;ARR;2023;Regional;Regional Aircraft;28
EDDL;ARR;2024;Cargo;All-Cargo;1
EGPF;ARR;2024;Military;Military;6
LICC;ARR;2024;Non-Scheduled;Charter;20
LFPG;ARR;2025;Military;Military;6
GCXO;ARR;2025;Military;Military;5
LIMC;ARR;2025;Military;Military;5
EGBB;ARR;2025;Military;Military;3
LTBJ;DEP;2025;Military;Military;4
LEVC;DEP;2019;Military;Military;5
EGAA;DEP;2020;Mainline;Mainline;1
EGGD;DEP;2021;Military;Military;1
EDDR;DEP;2021;Military;Military;1
EHEH;DEP;2023;Other;Other Types;8
EDDG;DEP;2025;Regional;Regional Aircraft;2
LFPO;DEP;2017;Business;Business Aviation;4
ENTC;DEP;2020;Military;Military;1
EGBB;DEP;2020;Military;Military;3
LYPG;DEP;2020;Cargo;All-Cargo;1
LEBB;DEP;2021;Non-Scheduled;Charter;4
LFPO;DEP;2021;Business;Business Aviation;1
LBWN;DEP;2023;Cargo;All-Cargo;3
LFRS;DEP;2024;Military;Military;3
LQSA;DEP;2025;Other;Other Types;2
EGGW;DEP;2025;Military;Military;4
LPFR;DEP;2016;Cargo;All-Cargo;1
EFHK;DEP;2017;Military;Military;2
EDDR;DEP;2018;Cargo;All-Cargo;1
EDDL;DEP;2019;Cargo;All-Cargo;3
EPKT;DEP;2020;Military;Military;2
LSZH;DEP;2020;Military;Military;5
LATI;DEP;2021;Military;Military;5
LTFM;DEP;2021;Military;Military;3
LGRP;DEP;2022;Non-Scheduled;Charter;1
LEIB;DEP;2022;Military;Military;3
LYPG;DEP;2023;Other;Other Types;2
LCLK;DEP;2024;Other;Other Types;6
LYPG;DEP;2024;Other;Other Types;6
LTBA;DEP;2024;Mainline;Mainline;5
EGLC;DEP;2025;Mainline;Mainline;6
EDDW;DEP;2016;Non-Scheduled;Charter;4
GCTS;DEP;2017;Cargo;All-Cargo;2
LIML;DEP;2020;Lowcost;Lowcost;2
EGNT;DEP;2020;Military;Military;5
LEBL;DEP;2020;Military;Military;1
EIDW;DEP;2022;Military;Military;2
EGGD;DEP;2022;Military;Military;1
LIRA;DEP;2023;Other;Other Types;3
EGGW;DEP;2023;Military;Military;2
LPPR;DEP;2024;Military;Military;1
UDYZ;DEP;2017;Other;Other Types;3
EDDG;DEP;2017;Military;Military;2
LFPB;DEP;2018;Scheduled;Traditional Scheduled;2
UDYZ;DEP;2018;Other;Other Types;4
GCTS;DEP;2018;Military;Military;3
LEIB;DEP;2019;Military;Military;1
EGGW;DEP;2020;Military;Military;2
GCXO;DEP;2020;Other;Other Types;9
GCRR;DEP;2022;Other;Other Types;2
LEMG;DEP;2023;Military;Military;12
LPPR;DEP;2024;Military;Military;2
ENZV;DEP;2017;Military;Military;1
EDDC;DEP;2018;Cargo;All-Cargo;2
LEMG;DEP;2019;Military;Military;4
LTBJ;DEP;2019;Military;Military;1
LBWN;DEP;2020;Lowcost;Lowcost;1
EGNT;DEP;2020;Military;Military;5
LATI;DEP;2022;Military;Military;4
EGPH;DEP;2023;Military;Military;1
LQSA;DEP;2023;Cargo;All-Cargo;1
LEMG;DEP;2023;Cargo;All-Cargo;4
EIDW;DEP;2025;Military;Military;1
ESSB;DEP;2025;Military;Military;1
EDDL;DEP;2016;Cargo;All-Cargo;1
ENTC;DEP;2017;Other;Other Types;3
EBCI;DEP;2018;Military;Military;1
LIME;DEP;2018;Military;Military;3
EDDC;DEP;2019;Non-Scheduled;Charter;3
LFPB;DEP;2019;Lowcost;Lowcost;1
EGPF;DEP;2020;Non-Scheduled;Charter;3
EGNT;DEP;2020;Cargo;All-Cargo;3
UGTB;DEP;2020;Regional;Regional Aircraft;5
LFPB;DEP;2021;Regional;Regional Aircraft;1
LFPB;DEP;2021;Mainline;Mainline;2
EDDF;DEP;2021;Military;Military;1
LTBJ;DEP;2022;Military;Military;6
LTFM;DEP;2022;Military;Military;3
GCRR;DEP;2024;Other;Other Types;1
EICK;DEP;2025;Non-Scheduled;Charter;2
ENTC;DEP;2016;Other;Other Types;4
EDDV;DEP;2019;Military;Military;7
EBCI;DEP;2019;Military;Military;1
ENZV;DEP;2020;Non-Scheduled;Charter;1
LJLJ;DEP;2020;Lowcost;Lowcost;2
LIEO;DEP;2021;Non-Scheduled;Charter;1
UDYZ;DEP;2022;Military;Military;1
LIEO;DEP;2023;Military;Military;2
LQSA;DEP;2017;Other;Other Types;1
GCXO;DEP;2017;Other;Other Types;3
LIMF;DEP;2017;Cargo;All-Cargo;5
EBCI;DEP;2018;Military;Military;2
LGRP;DEP;2019;Other;Other Types;2
LFPB;DEP;2021;Regional;Regional Aircraft;2
EDDG;DEP;2022;Military;Military;1
LYPG;DEP;2022;Cargo;All-Cargo;3
LEVC;DEP;2023;Military;Military;3
EDDC;DEP;2024;Military;Military;2
LBBG;DEP;2024;Mainline;Mainline;5
LEBB;DEP;2024;Military;Military;1
LIPE;DEP;2016;Military;Military;2
ENBR;DEP;2017;Military;Military;2
EDDW;DEP;2017;Military;Military;2
ENTC;DEP;2018;Military;Military;1
LEPA;DEP;2020;Other;Other Types;7
LYPG;DEP;2020;Other;Other Types;2
EBCI;DEP;2020;Mainline;Mainline;2
UGKO;DEP;2021;Lowcost;Lowcost;5
BIKF;DEP;2021;Regional;Regional Aircraft;1
EICK;DEP;2016;Military;Military;4
LEMG;DEP;2016;Military;Military;4
LYBE;DEP;2018;Military;Military;1
LPFR;DEP;2021;Regional;Regional Aircraft;2
LIPE;DEP;2022;Military;Military;6
EBCI;DEP;2024;Regional;Regional Aircraft;1
EDDC;DEP;2024;Cargo;All-Cargo;1
LFPO;DEP;2024;Cargo;All-Cargo;2
EDDE;DEP;2016;Military;Military;3
EGNT;DEP;2017;Other;Other Types;6
EGPH;DEP;2017;Military;Military;5
EGGD;DEP;2018;Cargo;All-Cargo;1
LWSK;DEP;2019;Other;Other Types;2
EGPF;DEP;2020;Other;Other Types;8
EBLG;DEP;2020;Military;Military;1
LYPG;DEP;2021;Other;Other Types;3
GCFV;DEP;2023;Military;Military;2
EGGW;DEP;2024;Other;Other Types;6
UGKO;DEP;2016;Non-Scheduled;Charter;3
LSGG;DEP;2017;Military;Military;1
EGPF;DEP;2019;Military;Military;3
LIML;DEP;2019;Other;Other Types;3
LEAL;DEP;2020;Military;Military;2
EDDC;DEP;2023;Military;Military;2
LQSA;DEP;2024;Other;Other Types;4
EDDR;DEP;2024;Military;Military;2
LFPB;DEP;2025;Mainline;Mainline;2
LIMC;DEP;2016;Military;Military;5
LICJ;DEP;2016;Military;Military;3
UGSB;DEP;2018;Business;Business Aviation;11
ESSB;DEP;2018;Cargo;All-Cargo;1
EBCI;DEP;2019;Military;Military;1
UGKO;DEP;2021;Business;Business Aviation;2
LZIB;DEP;2021;Regional;Regional Aircraft;2
GMMX;DEP;2022;Non-Scheduled;Charter;3
LFRS;DEP;2022;Military;Military;3
LTAI;DEP;2016;Military;Military;1
LFBO;DEP;2016;Military;Military;8
EBLG;DEP;2021;Military;Military;1
LSZH;DEP;2022;Military;Military;2
UGKO;DEP;2023;Non-Scheduled;Charter;3
LBBG;DEP;2024;Other;Other Types;5
LTBA;DEP;2024;Cargo;All-Cargo;1
LTFJ;DEP;2025;Regional;Regional Aircraft;2
LPFR;DEP;2025;Military;Military;2
ELLX;DEP;2017;Military;Military;1
EBCI;DEP;2020;Military;Military;2
LGRP;DEP;2020;Non-Scheduled;Charter;3
GMMX;DEP;2022;Other;Other Types;3
LWSK;DEP;2023;Other;Other Types;3
GCTS;DEP;2023;Cargo;All-Cargo;3
EGCC;DEP;2025;Military;Military;1
ESGG;DEP;2017;Military;Military;1
UKBB;DEP;2018;Military;Military;4
EDDE;DEP;2018;Scheduled;Traditional Scheduled;1
EGPH;DEP;2020;Military;Military;2
LYPG;DEP;2021;Military;Military;2
GCXO;DEP;2024;Military;Military;5
LEBB;DEP;2024;Military;Military;2
EGCC;DEP;2025;Military;Military;1
ENBO;DEP;2016;Non-Scheduled;Charter;7
UGSB;DEP;2018;Cargo;All-Cargo;1
EPKK;DEP;2020;Non-Scheduled;Charter;1
EGPH;DEP;2021;Non-Scheduled;Charter;1
LBWN;DEP;2021;Military;Military;5
LSZH;DEP;2017;Military;Military;4
LIME;DEP;2020;Other;Other Types;2
LBWN;DEP;2021;Other;Other Types;4
LIBD;DEP;2022;Other;Other Types;4
LPFR;DEP;2023;Cargo;All-Cargo;3
UGKO;DEP;2016;Cargo;All-Cargo;1
LPPR;DEP;2017;Military;Military;2
EDDE;DEP;2017;Scheduled;Traditional Scheduled;1
GCFV;DEP;2018;Cargo;All-Cargo;1
LEMG;DEP;2020;Cargo;All-Cargo;4
LICJ;DEP;2020;Non-Scheduled;Charter;1
EDDE;DEP;2023;Mainline;Mainline;4
EGPF;DEP;2016;Military;Military;3
LATI;DEP;2018;Military;Military;3
EDDW;DEP;2019;Military;Military;2
EIDW;DEP;2020;Military;Military;1
ENZV;DEP;2020;Non-Scheduled;Charter;1
LEBL;DEP;2021;Military;Military;1
EGGD;DEP;2021;Non-Scheduled;Charter;2
EGSS;DEP;2022;Military;Military;10
EGNX;DEP;2024;Military;Military;1
GCTS;DEP;2024;Military;Military;1
ENBO;DEP;2024;Military;Military;3
EGLC;DEP;2016;Cargo;All-Cargo;1
ENBR;DEP;2019;Military;Military;1
EGPH;DEP;2020;Non-Scheduled;Charter;5
UDYZ;DEP;2021;Military;Military;4
LIEO;DEP;2017;Cargo;All-Cargo;2
EGNT;DEP;2020;Non-Scheduled;Charter;1
GCFV;DEP;2020;Military;Military;3
EICK;DEP;2021;Non-Scheduled;Charter;1
EGCC;DEP;2025;Military;Military;1
EDDL;DEP;2018;Cargo;All-Cargo;1
ELLX;DEP;2019;Military;Military;2
LYPG;DEP;2019;Non-Scheduled;Charter;1
EGLC;DEP;2023;Other;Other Types;6
EDDE;DEP;2024;Mainline;Mainline;4
LEPA;DEP;2025;Military;Military;2
LIME;DEP;2025;Military;Military;1
EGLC;DEP;2016;Cargo;All-Cargo;2
EDDE;DEP;2016;Military;Military;3
ESSB;DEP;2018;Military;Military;2
LJLJ;DEP;2020;Regional;Regional Aircraft;2
UGSB;DEP;2023;Cargo;All-Cargo;1
UGKO;DEP;2024;Other;Other Types;1
ESGG;DEP;2025;Military;Military;1
LEMG;DEP;2025;Military;Military;2
EDDR;DEP;2018;Non-Scheduled;Charter;2
LTAC;DEP;2019;Regional;Regional Aircraft;1
UGSB;DEP;2020;Business;Business Aviation;2
EGSS;DEP;2021;Military;Military;2
LATI;DEP;2023;Military;Military;4
UDYZ;DEP;2018;Other;Other Types;1
EGKK;DEP;2019;Military;Military;1
EDDR;DEP;2020;Non-Scheduled;Charter;1
EDDR;DEP;2021;Cargo;All-Cargo;2
UDYZ;DEP;2018;Military;Military;1
EGPD;DEP;2025;Military;Military;2
LUKK;DEP;2017;Military;Military;1
EGPD;DEP;2018;Military;Military;1
LDZA;DEP;2020;Military;Military;1
LTBA;DEP;2021;Military;Military;2
EDDG;DEP;2024;Cargo;All-Cargo;2
LFRS;DEP;2025;Military;Military;2
UGSB;DEP;2016;Cargo;All-Cargo;1
UGKO;DEP;2025;Business;Business Aviation;1
EDDR;DEP;2025;Military;Military;1
LLBG;DEP;2016;Military;Military;7
EGPF;DEP;2016;Military;Military;1
UGSB;DEP;2018;Non-Scheduled;Charter;2
LIME;DEP;2022;Other;Other Types;3
EGGD;DEP;2024;Other;Other Types;1
LIEO;DEP;2016;Non-Scheduled;Charter;2
ELLX;DEP;2017;Non-Scheduled;Charter;2
LYPG;DEP;2017;Military;Military;2
GMMN;DEP;2017;Military;Military;2
LEIB;DEP;2018;Military;Military;2
LIME;DEP;2018;Military;Military;2
UGKO;DEP;2021;Other;Other Types;1
EDDG;DEP;2023;Military;Military;1
GMMX;DEP;2025;Cargo;All-Cargo;1
EBCI;DEP;2025;Non-Scheduled;Charter;1
EBCI;DEP;2016;Cargo;All-Cargo;1
LIML;DEP;2017;Military;Military;2
EGCC;DEP;2025;Military;Military;2
LIRA;DEP;2016;Other;Other Types;5
EGGD;DEP;2022;Non-Scheduled;Charter;3
GCTS;DEP;2024;Cargo;All-Cargo;1
EVRA;DEP;2020;Regional;Regional Aircraft;3
ENVA;DEP;2020;Non-Scheduled;Charter;1
EBCI;DEP;2025;Mainline;Mainline;2
ESGG;DEP;2016;Military;Military;1
LIPZ;DEP;2018;Military;Military;1
ENZV;DEP;2023;Non-Scheduled;Charter;2
EBLG;DEP;2016;Lowcost;Lowcost;1
LYPG;DEP;2018;Other;Other Types;1
ENBO;DEP;2023;Military;Military;3
LQSA;DEP;2024;Non-Scheduled;Charter;1
LEBB;DEP;2025;Cargo;All-Cargo;1
LFPO;DEP;2020;Business;Business Aviation;1
LEAL;DEP;2021;Military;Military;2
LQSA;DEP;2023;Other;Other Types;3
LEVC;DEP;2024;Military;Military;4
ENZV;DEP;2024;Military;Military;2
EGLC;DEP;2024;Lowcost;Lowcost;1
EDDL;DEP;2017;Military;Military;3
LFPB;DEP;2021;Lowcost;Lowcost;1
EBLG;DEP;2023;Regional;Regional Aircraft;1
EGLC;DEP;2025;Non-Scheduled;Charter;1
LIME;DEP;2025;Military;Military;1
LSGG;DEP;2016;Military;Military;2
LEBB;DEP;2020;Military;Military;3
UGKO;DEP;2021;Cargo;All-Cargo;1
EGBB;DEP;2023;Military;Military;1
GMMX;DEP;2024;Cargo;All-Cargo;1
EGBB;DEP;2018;Military;Military;1
LIEO;DEP;2019;Non-Scheduled;Charter;1
EHAM;DEP;2022;Military;Military;2
UGSB;DEP;2022;Cargo;All-Cargo;1
LWSK;DEP;2023;Other;Other Types;1
EBLG;DEP;2024;Military;Military;3
LYPG;DEP;2017;Cargo;All-Cargo;1
LFRS;DEP;2019;Military;Military;2
LYPG;DEP;2025;Other;Other Types;1
LEMG;DEP;2016;Military;Military;1
UGKO;DEP;2016;Cargo;All-Cargo;1
LPFR;DEP;2019;Military;Military;1
