AIRPORT;PHASE;YEAR;RULE_NAME;RULE_DESCRIPTION;NB_FLIGHT
ELLX;DEP;2020;Regional;Regional Aircraft;2
EGNX;DEP;2020;Military;Military;1
ESGG;DEP;2021;Military;Military;1
EICK;DEP;2023;Military;Military;1
ENBR;DEP;2020;Military;Military;3
LPFR;DEP;2023;Cargo;All-Cargo;1
EHEH;DEP;2024;Non-Scheduled;Charter;1
GCFV;DEP;2020;Cargo;All-Cargo;2
LFRS;DEP;2020;Regional;Regional Aircraft;1
EDDC;DEP;2022;Cargo;All-Cargo;2
LEPA;DEP;2016;Military;Military;1
EGGD;DEP;2017;Cargo;All-Cargo;1
EDDC;DEP;2020;Cargo;All-Cargo;1
EDDG;DEP;2021;Cargo;All-Cargo;1
LEVC;DEP;2025;Military;Military;1
EDDE;DEP;2017;Military;Military;1
EDDL;DEP;2023;Military;Military;1
EGGD;DEP;2022;Military;Military;1
EBCI;DEP;2023;Non-Scheduled;Charter;2
LPFR;DEP;2023;Cargo;All-Cargo;1
EGGD;DEP;2024;Other;Other Types;3
EGLC;DEP;2016;Military;Military;2
LGIR;DEP;2020;Cargo;All-Cargo;1
LTBJ;DEP;2021;Military;Military;1
EGLC;DEP;2021;Military;Military;1
LBBG;DEP;2024;Other;Other Types;1
ENBR;DEP;2017;Military;Military;1
EDDK;DEP;2020;Regional;Regional Aircraft;1
LTAC;DEP;2020;Military;Military;1
EDDC;DEP;2020;Cargo;All-Cargo;2
EGLC;DEP;2020;Non-Scheduled;Charter;1
UGKO;DEP;2016;Business;Business Aviation;1
LKPR;DEP;2016;Military;Military;1
EPGD;DEP;2017;Non-Scheduled;Charter;3
EPGD;DEP;2017;Military;Military;1
ENBO;DEP;2018;Other;Other Types;1
GCRR;DEP;2019;Other;Other Types;2
UGSB;DEP;2020;Other;Other Types;1
LFPB;DEP;2021;Mainline;Mainline;1
EDDR;DEP;2022;Military;Military;1
EGPD;DEP;2017;Other;Other Types;4
EBCI;DEP;2021;Mainline;Mainline;2
LEIB;DEP;2023;Military;Military;1
UKBB;DEP;2018;Other;Other Types;1
LPFR;DEP;2018;Cargo;All-Cargo;2
EDDR;DEP;2019;Cargo;All-Cargo;1
LZIB;DEP;2025;Regional;Regional Aircraft;1
LPPR;DEP;2024;Military;Military;2
LBBG;DEP;2025;Mainline;Mainline;2
EDDC;DEP;2016;Cargo;All-Cargo;1
LTBJ;DEP;2016;Cargo;All-Cargo;1
ESSB;DEP;2016;Military;Military;1
LEAL;DEP;2021;Military;Military;1
EBCI;DEP;2024;Cargo;All-Cargo;1
EBCI;DEP;2018;Cargo;All-Cargo;1
LEBB;DEP;2023;Military;Military;1
EDDW;DEP;2022;Military;Military;1
LBWN;DEP;2017;Cargo;All-Cargo;1
GCFV;DEP;2018;Military;Military;2
EPKK;DEP;2019;Cargo;All-Cargo;1
LIRA;DEP;2025;Other;Other Types;1
LTAI;DEP;2017;Military;Military;1
LTBJ;DEP;2025;Regional;Regional Aircraft;1
EDDL;DEP;2018;Cargo;All-Cargo;1
EGNX;DEP;2025;Military;Military;1
LDZA;DEP;2016;Military;Military;1
EDDE;DEP;2016;Military;Military;1
GCTS;DEP;2016;Military;Military;1
EIDW;DEP;2017;Military;Military;1
LBBG;DEP;2018;Military;Military;1
LEBB;DEP;2019;Cargo;All-Cargo;1
EGNX;DEP;2022;Military;Military;1
EPKK;DEP;2018;Cargo;All-Cargo;1
LFRS;DEP;2018;Military;Military;1
LBBG;DEP;2020;Regional;Regional Aircraft;1
LYPG;DEP;2022;Other;Other Types;1
LBBG;DEP;2024;Cargo;All-Cargo;2
EDDC;DEP;2017;Military;Military;1
UGSB;DEP;2018;Other;Other Types;1
EDDB;DEP;2018;Military;Military;1
EDDL;DEP;2023;Military;Military;1
EGCC;DEP;2017;Military;Military;1
EGPH;DEP;2017;Military;Military;1
EDDL;DEP;2020;Cargo;All-Cargo;1
LBWN;DEP;2021;Military;Military;1
GCFV;DEP;2021;Other;Other Types;1
EDDH;DEP;2022;Cargo;All-Cargo;1
ESSB;DEP;2023;Cargo;All-Cargo;1
LEAL;DEP;2025;Military;Military;1
ENBR;DEP;2021;Non-Scheduled;Charter;1
UGSB;DEP;2016;Non-Scheduled;Charter;1
UGSB;DEP;2020;Other;Other Types;1
LIEO;DEP;2022;Regional;Regional Aircraft;1
ELLX;DEP;2016;Military;Military;1
EGLC;DEP;2019;Cargo;All-Cargo;1
EICK;DEP;2020;Cargo;All-Cargo;1
EGAA;DEP;2021;Mainline;Mainline;1
LEBB;DEP;2021;Cargo;All-Cargo;1
GCFV;DEP;2018;Cargo;All-Cargo;1
EGLL;DEP;2024;Military;Military;1
LTFJ;DEP;2020;Regional;Regional Aircraft;1
UGKO;DEP;2020;Lowcost;Lowcost;1
EGAA;DEP;2020;Non-Scheduled;Charter;1
LEBB;DEP;2025;Military;Military;1
EDDL;DEP;2016;Military;Military;1
UDYZ;DEP;2019;Other;Other Types;1
EHEH;DEP;2020;Cargo;All-Cargo;1
EDDG;DEP;2022;Military;Military;1
LSZH;ARR;2016;Scheduled;Traditional Scheduled;7716
EHAM;ARR;2016;Scheduled;Traditional Scheduled;12303
LTAI;ARR;2016;Lowcost;Lowcost;1531
LSGG;ARR;2016;Scheduled;Traditional Scheduled;3900
EGLL;ARR;2016;Scheduled;Traditional Scheduled;17750
LEIB;ARR;2016;Scheduled;Traditional Scheduled;503
EGPF;ARR;2016;Other;Other Types;32
BIKF;ARR;2016;Scheduled;Traditional Scheduled;487
EGGW;ARR;2016;Business;Business Aviation;956
LEZL;ARR;2016;Lowcost;Lowcost;899
LFPG;ARR;2016;Non-Scheduled;Charter;148
EGCC;ARR;2016;Scheduled;Traditional Scheduled;2216
EPKK;ARR;2016;Scheduled;Traditional Scheduled;523
EGBB;ARR;2016;Scheduled;Traditional Scheduled;1109
EGSS;ARR;2016;Business;Business Aviation;259
ENBR;ARR;2016;Scheduled;Traditional Scheduled;1979
LIML;ARR;2016;Scheduled;Traditional Scheduled;3115
EDDP;ARR;2016;Cargo;All-Cargo;1435
LFSB;ARR;2016;Scheduled;Traditional Scheduled;946
LFPG;ARR;2016;Cargo;All-Cargo;1186
LTFJ;ARR;2016;Non-Scheduled;Charter;182
LIRA;ARR;2016;Lowcost;Lowcost;1409
LHBP;ARR;2016;Scheduled;Traditional Scheduled;1376
LSZH;ARR;2016;Business;Business Aviation;1024
EGNX;ARR;2016;Lowcost;Lowcost;759
EBCI;ARR;2016;Lowcost;Lowcost;1467
EGAA;ARR;2016;Lowcost;Lowcost;1184
UGTB;ARR;2016;Scheduled;Traditional Scheduled;558
EGCC;ARR;2016;Business;Business Aviation;149
ELLX;ARR;2016;Business;Business Aviation;231
EPWA;ARR;2016;Lowcost;Lowcost;719
EKCH;ARR;2016;Cargo;All-Cargo;255
LEVC;ARR;2016;Lowcost;Lowcost;622
LFSB;ARR;2016;Business;Business Aviation;302
EGPD;ARR;2016;Lowcost;Lowcost;367
LYBE;ARR;2016;Scheduled;Traditional Scheduled;1690
LFML;ARR;2016;Non-Scheduled;Charter;72
LEBL;ARR;2016;Non-Scheduled;Charter;148
LBBG;ARR;2016;Military;Military;10
LMML;ARR;2016;Lowcost;Lowcost;361
LKPR;ARR;2016;Cargo;All-Cargo;127
LIMC;ARR;2016;Business;Business Aviation;82
LTAC;ARR;2016;Business;Business Aviation;224
LJLJ;ARR;2016;Lowcost;Lowcost;46
LIPZ;ARR;2016;Other;Other Types;19
LUKK;ARR;2016;Lowcost;Lowcost;57
LIRF;ARR;2016;Non-Scheduled;Charter;42
LFBO;ARR;2016;Cargo;All-Cargo;226
LTBJ;ARR;2016;Non-Scheduled;Charter;59
LROP;ARR;2016;Business;Business Aviation;41
LEPA;ARR;2016;Business;Business Aviation;184
ENZV;ARR;2016;Lowcost;Lowcost;410
EGBB;ARR;2016;Non-Scheduled;Charter;59
EGSS;ARR;2016;Lowcost;Lowcost;5410
LFPG;ARR;2016;Scheduled;Traditional Scheduled;13579
LEBL;ARR;2016;Lowcost;Lowcost;6095
LKPR;ARR;2016;Non-Scheduled;Charter;69
LIPZ;ARR;2016;Cargo;All-Cargo;134
LGTS;ARR;2016;Scheduled;Traditional Scheduled;892
EGPH;ARR;2016;Lowcost;Lowcost;2321
EGPF;ARR;2016;Scheduled;Traditional Scheduled;1392
LIMC;ARR;2016;Lowcost;Lowcost;2389
ELLX;ARR;2016;Scheduled;Traditional Scheduled;1498
LIML;ARR;2016;Scheduled;Traditional Scheduled;3132
EGAA;ARR;2016;Military;Military;13
EGCC;ARR;2016;Cargo;All-Cargo;72
EGLC;ARR;2016;Scheduled;Traditional Scheduled;2987
ENVA;ARR;2016;Scheduled;Traditional Scheduled;1540
EGPH;ARR;2016;Cargo;All-Cargo;216
LIMC;ARR;2016;Business;Business Aviation;109
LIPZ;ARR;2016;Lowcost;Lowcost;835
LMML;ARR;2016;Business;Business Aviation;107
EPKK;ARR;2016;Military;Military;122
LHBP;ARR;2016;Business;Business Aviation;165
EDDN;ARR;2016;Other;Other Types;77
EGCC;ARR;2016;Scheduled;Traditional Scheduled;2202
LLBG;ARR;2016;Business;Business Aviation;179
LEPA;ARR;2016;Scheduled;Traditional Scheduled;1312
LOWW;ARR;2016;Other;Other Types;78
LIMF;ARR;2016;Business;Business Aviation;145
LFML;ARR;2016;Business;Business Aviation;147
LUKK;ARR;2016;Scheduled;Traditional Scheduled;547
LEAL;ARR;2016;Business;Business Aviation;68
EGNT;ARR;2016;Non-Scheduled;Charter;5
LPFR;ARR;2016;Scheduled;Traditional Scheduled;184
GCLP;ARR;2016;Other;Other Types;35
LFSB;ARR;2016;Cargo;All-Cargo;197
EPWA;ARR;2016;Other;Other Types;59
LTFJ;ARR;2016;Other;Other Types;45
LLBG;ARR;2016;Lowcost;Lowcost;493
ENZV;ARR;2016;Lowcost;Lowcost;421
LSGG;ARR;2016;Cargo;All-Cargo;65
LFMN;ARR;2016;Scheduled;Traditional Scheduled;2168
EGGW;ARR;2016;Lowcost;Lowcost;3501
LOWW;ARR;2016;Lowcost;Lowcost;1997
ENZV;ARR;2016;Non-Scheduled;Charter;692
ENGM;ARR;2016;Business;Business Aviation;297
EGPH;ARR;2016;Cargo;All-Cargo;240
GCXO;ARR;2016;Cargo;All-Cargo;31
EPGD;ARR;2016;Business;Business Aviation;54
BIKF;ARR;2016;Military;Military;11
LIRF;ARR;2016;Lowcost;Lowcost;3008
LIML;ARR;2016;Scheduled;Traditional Scheduled;3360
LIMC;ARR;2016;Lowcost;Lowcost;2823
EBLG;ARR;2016;Scheduled;Traditional Scheduled;459
LIPZ;ARR;2016;Cargo;All-Cargo;147
LKPR;ARR;2016;Lowcost;Lowcost;1353
EGBB;ARR;2016;Lowcost;Lowcost;2571
LIEO;ARR;2016;Lowcost;Lowcost;291
EGCC;ARR;2016;Scheduled;Traditional Scheduled;2379
LCLK;ARR;2016;Lowcost;Lowcost;229
GCLP;ARR;2016;Non-Scheduled;Charter;464
UDYZ;ARR;2016;Scheduled;Traditional Scheduled;555
EDDS;ARR;2016;Lowcost;Lowcost;2381
LGAV;ARR;2016;Cargo;All-Cargo;285
EVRA;ARR;2016;Business;Business Aviation;97
EDDN;ARR;2016;Scheduled;Traditional Scheduled;707
ENBO;ARR;2016;Cargo;All-Cargo;16
EDDW;ARR;2016;Business;Business Aviation;250
EGLC;ARR;2016;Lowcost;Lowcost;351
EFHK;ARR;2016;Cargo;All-Cargo;223
LFRS;ARR;2016;Scheduled;Traditional Scheduled;431
LTBA;ARR;2016;Non-Scheduled;Charter;98
EDDS;ARR;2016;Business;Business Aviation;487
ENVA;ARR;2016;Lowcost;Lowcost;492
LIME;ARR;2016;Business;Business Aviation;50
ENGM;ARR;2016;Cargo;All-Cargo;263
LQSA;ARR;2016;Lowcost;Lowcost;68
LFBD;ARR;2016;Military;Military;62
EGPD;ARR;2016;Business;Business Aviation;86
EICK;ARR;2016;Scheduled;Traditional Scheduled;562
EPKK;ARR;2016;Military;Military;128
LEIB;ARR;2016;Business;Business Aviation;164
EPGD;ARR;2016;Scheduled;Traditional Scheduled;504
LLBG;ARR;2016;Non-Scheduled;Charter;238
LFRS;ARR;2016;Non-Scheduled;Charter;42
LTFJ;ARR;2016;Business;Business Aviation;220
EGCC;ARR;2016;Lowcost;Lowcost;4690
EGBB;ARR;2016;Scheduled;Traditional Scheduled;1188
LSGG;ARR;2016;Business;Business Aviation;1247
LOWW;ARR;2016;Scheduled;Traditional Scheduled;6970
LSZH;ARR;2016;Scheduled;Traditional Scheduled;8344
LTBJ;ARR;2016;Scheduled;Traditional Scheduled;1073
ESSA;ARR;2016;Lowcost;Lowcost;2210
EKCH;ARR;2016;Lowcost;Lowcost;3071
LICC;ARR;2016;Lowcost;Lowcost;1476
LGTS;ARR;2016;Scheduled;Traditional Scheduled;1041
LGAV;ARR;2016;Lowcost;Lowcost;1176
LIRN;ARR;2016;Lowcost;Lowcost;1429
LFRS;ARR;2016;Lowcost;Lowcost;1676
UGTB;ARR;2016;Scheduled;Traditional Scheduled;544
LKPR;ARR;2016;Business;Business Aviation;426
EDDM;ARR;2016;Lowcost;Lowcost;2275
LTFJ;ARR;2016;Lowcost;Lowcost;5405
LFSB;ARR;2016;Lowcost;Lowcost;1677
ENTC;ARR;2016;Cargo;All-Cargo;55
LEVC;ARR;2016;Scheduled;Traditional Scheduled;989
LIME;ARR;2016;Lowcost;Lowcost;2639
EGGD;ARR;2016;Scheduled;Traditional Scheduled;696
LEPA;ARR;2016;Scheduled;Traditional Scheduled;1800
ESGG;ARR;2016;Lowcost;Lowcost;599
LTBA;ARR;2016;Business;Business Aviation;269
EBBR;ARR;2016;Business;Business Aviation;366
EYVI;ARR;2016;Scheduled;Traditional Scheduled;691
EGKK;ARR;2016;Business;Business Aviation;39
EGPF;ARR;2016;Scheduled;Traditional Scheduled;1581
LTBJ;ARR;2016;Business;Business Aviation;60
LFBO;ARR;2016;Business;Business Aviation;123
LIPE;ARR;2016;Business;Business Aviation;130
EVRA;ARR;2016;Scheduled;Traditional Scheduled;515
EDDM;ARR;2016;Cargo;All-Cargo;152
LOWW;ARR;2016;Cargo;All-Cargo;213
EDDB;ARR;2016;Business;Business Aviation;463
EHAM;ARR;2016;Business;Business Aviation;437
LPPR;ARR;2016;Cargo;All-Cargo;112
ENZV;ARR;2016;Business;Business Aviation;47
EGPH;ARR;2016;Non-Scheduled;Charter;33
ENTC;ARR;2016;Scheduled;Traditional Scheduled;1207
UKBB;ARR;2016;Non-Scheduled;Charter;217
LFPG;ARR;2016;Cargo;All-Cargo;1262
LIRA;ARR;2016;Business;Business Aviation;675
GCFV;ARR;2016;Lowcost;Lowcost;834
EDDG;ARR;2016;Other;Other Types;160
EDDG;ARR;2016;Business;Business Aviation;194
BIKF;ARR;2016;Lowcost;Lowcost;384
LGIR;ARR;2016;Business;Business Aviation;77
LEIB;ARR;2016;Business;Business Aviation;167
ESSA;ARR;2016;Business;Business Aviation;172
EBLG;ARR;2016;Non-Scheduled;Charter;99
EGCC;ARR;2016;Non-Scheduled;Charter;77
EBBR;ARR;2016;Lowcost;Lowcost;742
LFML;ARR;2016;Other;Other Types;79
LQSA;ARR;2016;Non-Scheduled;Charter;23
EVRA;ARR;2016;Non-Scheduled;Charter;35
ESGG;ARR;2016;Non-Scheduled;Charter;95
EGNT;ARR;2016;Business;Business Aviation;87
EDDP;ARR;2016;Other;Other Types;34
LFPG;ARR;2016;Non-Scheduled;Charter;193
LTBA;ARR;2016;Cargo;All-Cargo;600
LSZH;ARR;2016;Other;Other Types;115
LFRS;ARR;2016;Business;Business Aviation;54
LICJ;ARR;2016;Lowcost;Lowcost;1151
LIRF;ARR;2016;Scheduled;Traditional Scheduled;9910
EHAM;ARR;2016;Lowcost;Lowcost;5678
EPWA;ARR;2016;Lowcost;Lowcost;870
LFPO;ARR;2016;Lowcost;Lowcost;4000
LSGG;ARR;2016;Lowcost;Lowcost;2282
EGPH;ARR;2016;Lowcost;Lowcost;3160
EHAM;ARR;2016;Scheduled;Traditional Scheduled;15155
EGLC;ARR;2016;Scheduled;Traditional Scheduled;3081
EDDF;ARR;2016;Scheduled;Traditional Scheduled;18218
ENGM;ARR;2016;Scheduled;Traditional Scheduled;6394
LFRS;ARR;2016;Lowcost;Lowcost;1683
EDDP;ARR;2016;Cargo;All-Cargo;1544
EGPF;ARR;2016;Scheduled;Traditional Scheduled;1730
LFBD;ARR;2016;Lowcost;Lowcost;1450
LHBP;ARR;2016;Lowcost;Lowcost;2123
LEPA;ARR;2016;Lowcost;Lowcost;6876
LIME;ARR;2016;Lowcost;Lowcost;2835
LROP;ARR;2016;Scheduled;Traditional Scheduled;3036
ELLX;ARR;2016;Scheduled;Traditional Scheduled;1898
LOWW;ARR;2016;Lowcost;Lowcost;2474
LPPR;ARR;2016;Scheduled;Traditional Scheduled;1555
LGIR;ARR;2016;Cargo;All-Cargo;29
LEIB;ARR;2016;Scheduled;Traditional Scheduled;824
LWSK;ARR;2016;Scheduled;Traditional Scheduled;290
LIML;ARR;2016;Scheduled;Traditional Scheduled;3501
EETN;ARR;2016;Lowcost;Lowcost;370
EETN;ARR;2016;Scheduled;Traditional Scheduled;991
LFPG;ARR;2016;Cargo;All-Cargo;1305
LBSF;ARR;2016;Lowcost;Lowcost;544
GCLP;ARR;2016;Scheduled;Traditional Scheduled;2338
LIML;ARR;2016;Lowcost;Lowcost;665
LGAV;ARR;2016;Lowcost;Lowcost;1323
LLBG;ARR;2016;Business;Business Aviation;231
EGGD;ARR;2016;Business;Business Aviation;156
BIKF;ARR;2016;Scheduled;Traditional Scheduled;827
EGBB;ARR;2016;Scheduled;Traditional Scheduled;1235
EGGW;ARR;2016;Business;Business Aviation;1295
LTBA;ARR;2016;Lowcost;Lowcost;2189
LBBG;ARR;2016;Scheduled;Traditional Scheduled;133
EDDS;ARR;2016;Business;Business Aviation;467
EPWA;ARR;2016;Non-Scheduled;Charter;294
LZIB;ARR;2016;Business;Business Aviation;192
EDDB;ARR;2016;Other;Other Types;63
ELLX;ARR;2016;Other;Other Types;82
UGTB;ARR;2016;Cargo;All-Cargo;86
EPKK;ARR;2016;Military;Military;144
EDDK;ARR;2016;Business;Business Aviation;324
LIRA;ARR;2016;Cargo;All-Cargo;66
EDDL;ARR;2016;Non-Scheduled;Charter;101
EETN;ARR;2016;Non-Scheduled;Charter;67
LGTS;ARR;2016;Business;Business Aviation;103
ELLX;ARR;2016;Lowcost;Lowcost;108
LMML;ARR;2016;Non-Scheduled;Charter;96
ENBO;ARR;2016;Business;Business Aviation;149
LBSF;ARR;2016;Cargo;All-Cargo;58
GMMN;ARR;2016;Business;Business Aviation;94
LIME;ARR;2016;Business;Business Aviation;93
EVRA;ARR;2016;Lowcost;Lowcost;2183
LEZL;ARR;2016;Lowcost;Lowcost;1139
ESGG;ARR;2016;Scheduled;Traditional Scheduled;2072
EGGW;ARR;2016;Lowcost;Lowcost;4413
LFPO;ARR;2016;Lowcost;Lowcost;3798
ENGM;ARR;2016;Scheduled;Traditional Scheduled;6477
LEBL;ARR;2016;Lowcost;Lowcost;9549
EPKT;ARR;2016;Lowcost;Lowcost;638
LGIR;ARR;2016;Lowcost;Lowcost;1168
LROP;ARR;2016;Lowcost;Lowcost;1107
LIML;ARR;2016;Lowcost;Lowcost;722
LIME;ARR;2016;Lowcost;Lowcost;2773
LFLL;ARR;2016;Cargo;All-Cargo;245
LBSF;ARR;2016;Scheduled;Traditional Scheduled;1277
LEPA;ARR;2016;Scheduled;Traditional Scheduled;2576
LICJ;ARR;2016;Scheduled;Traditional Scheduled;735
LICC;ARR;2016;Lowcost;Lowcost;1655
ENTC;ARR;2016;Lowcost;Lowcost;178
LCLK;ARR;2016;Lowcost;Lowcost;565
EDDB;ARR;2016;Scheduled;Traditional Scheduled;318
LCLK;ARR;2016;Non-Scheduled;Charter;438
EDDC;ARR;2016;Scheduled;Traditional Scheduled;393
EGPH;ARR;2016;Scheduled;Traditional Scheduled;1947
GCFV;ARR;2016;Scheduled;Traditional Scheduled;867
LDZA;ARR;2016;Lowcost;Lowcost;99
LIRF;ARR;2016;Military;Military;3
EDDP;ARR;2016;Lowcost;Lowcost;511
EDDS;ARR;2016;Business;Business Aviation;528
GCLP;ARR;2016;Non-Scheduled;Charter;159
ENZV;ARR;2016;Cargo;All-Cargo;108
EGSS;ARR;2016;Non-Scheduled;Charter;170
EGNT;ARR;2016;Cargo;All-Cargo;100
LTBA;ARR;2016;Cargo;All-Cargo;658
EDDS;ARR;2016;Non-Scheduled;Charter;150
EDDC;ARR;2016;Lowcost;Lowcost;516
BIKF;ARR;2016;Military;Military;31
EPKT;ARR;2016;Non-Scheduled;Charter;475
LFBD;ARR;2016;Business;Business Aviation;387
EPWA;ARR;2016;Business;Business Aviation;318
LIPZ;ARR;2016;Other;Other Types;23
LFPG;ARR;2016;Business;Business Aviation;31
LGTS;ARR;2016;Business;Business Aviation;144
LTAC;ARR;2016;Other;Other Types;40
LGAV;ARR;2016;Non-Scheduled;Charter;104
LFML;ARR;2016;Non-Scheduled;Charter;82
LZIB;ARR;2016;Cargo;All-Cargo;72
LFPG;ARR;2016;Non-Scheduled;Charter;199
UGSB;ARR;2016;Scheduled;Traditional Scheduled;183
LJLJ;ARR;2016;Business;Business Aviation;60
LIRF;ARR;2016;Non-Scheduled;Charter;77
EGNX;ARR;2016;Scheduled;Traditional Scheduled;216
EGNX;ARR;2016;Other;Other Types;51
EFHK;ARR;2016;Cargo;All-Cargo;232
LLBG;ARR;2016;Other;Other Types;26
LSZH;ARR;2016;Other;Other Types;142
EKCH;ARR;2016;Scheduled;Traditional Scheduled;7598
LIPZ;ARR;2016;Scheduled;Traditional Scheduled;2258
LTAC;ARR;2016;Scheduled;Traditional Scheduled;3362
EGBB;ARR;2016;Lowcost;Lowcost;3733
LOWW;ARR;2016;Scheduled;Traditional Scheduled;7600
EHAM;ARR;2016;Lowcost;Lowcost;5859
EPWA;ARR;2016;Scheduled;Traditional Scheduled;4984
UKBB;ARR;2016;Scheduled;Traditional Scheduled;2644
LFPO;ARR;2016;Lowcost;Lowcost;3956
LTAI;ARR;2016;Non-Scheduled;Charter;2111
LPPT;ARR;2016;Business;Business Aviation;177
EGGW;ARR;2016;Lowcost;Lowcost;4619
EDDH;ARR;2016;Lowcost;Lowcost;3709
LIPZ;ARR;2016;Lowcost;Lowcost;1980
LIMF;ARR;2016;Lowcost;Lowcost;500
LCLK;ARR;2016;Lowcost;Lowcost;634
EVRA;ARR;2016;Lowcost;Lowcost;2222
LIRA;ARR;2016;Military;Military;33
EPKT;ARR;2016;Non-Scheduled;Charter;557
EBCI;ARR;2016;Lowcost;Lowcost;1915
GCFV;ARR;2016;Lowcost;Lowcost;876
LPPR;ARR;2016;Scheduled;Traditional Scheduled;1668
LEBL;ARR;2016;Scheduled;Traditional Scheduled;4246
LSZH;ARR;2016;Lowcost;Lowcost;1603
LBBG;ARR;2016;Scheduled;Traditional Scheduled;432
LHBP;ARR;2016;Cargo;All-Cargo;245
ENGM;ARR;2016;Business;Business Aviation;279
ENTC;ARR;2016;Scheduled;Traditional Scheduled;1226
EDDK;ARR;2016;Non-Scheduled;Charter;127
LBBG;ARR;2016;Non-Scheduled;Charter;1537
GCRR;ARR;2016;Scheduled;Traditional Scheduled;991
LGRP;ARR;2016;Scheduled;Traditional Scheduled;1242
LYPG;ARR;2016;Lowcost;Lowcost;42
LEMD;ARR;2016;Other;Other Types;70
EYVI;ARR;2016;Scheduled;Traditional Scheduled;634
EDDR;ARR;2016;Scheduled;Traditional Scheduled;157
GCLP;ARR;2016;Business;Business Aviation;43
LZIB;ARR;2016;Lowcost;Lowcost;508
LFLL;ARR;2016;Cargo;All-Cargo;245
EHAM;ARR;2016;Business;Business Aviation;450
EHAM;ARR;2016;Non-Scheduled;Charter;614
EDDN;ARR;2016;Lowcost;Lowcost;970
ENBO;ARR;2016;Lowcost;Lowcost;123
LROP;ARR;2016;Lowcost;Lowcost;1194
LIMF;ARR;2016;Other;Other Types;19
EDDE;ARR;2016;Other;Other Types;39
LMML;ARR;2016;Business;Business Aviation;170
EPWA;ARR;2016;Business;Business Aviation;225
ENBR;ARR;2016;Lowcost;Lowcost;665
LGAV;ARR;2016;Lowcost;Lowcost;1469
LTFJ;ARR;2016;Cargo;All-Cargo;112
ESSA;ARR;2016;Non-Scheduled;Charter;243
GMMN;ARR;2016;Non-Scheduled;Charter;58
EPGD;ARR;2016;Lowcost;Lowcost;939
EDDR;ARR;2016;Business;Business Aviation;55
EGNT;ARR;2016;Business;Business Aviation;75
EPKK;ARR;2016;Other;Other Types;12
UKBB;ARR;2016;Business;Business Aviation;82
LQSA;ARR;2016;Non-Scheduled;Charter;37
ESSA;ARR;2016;Cargo;All-Cargo;341
EVRA;ARR;2016;Cargo;All-Cargo;52
EDDG;ARR;2016;Scheduled;Traditional Scheduled;310
UDYZ;ARR;2016;Non-Scheduled;Charter;51
LZIB;ARR;2016;Non-Scheduled;Charter;247
LATI;ARR;2016;Non-Scheduled;Charter;157
EDDH;ARR;2016;Other;Other Types;86
LFPO;ARR;2016;Non-Scheduled;Charter;101
LPPT;ARR;2016;Cargo;All-Cargo;75
LQSA;ARR;2016;Lowcost;Lowcost;163
EIDW;ARR;2016;Non-Scheduled;Charter;237
ELLX;ARR;2016;Business;Business Aviation;334
LEBL;ARR;2016;Non-Scheduled;Charter;320
EDDS;ARR;2016;Cargo;All-Cargo;67
LROP;ARR;2016;Non-Scheduled;Charter;296
EPKT;ARR;2016;Scheduled;Traditional Scheduled;154
LEBL;ARR;2016;Lowcost;Lowcost;10231
EGLL;ARR;2016;Scheduled;Traditional Scheduled;20214
LTAI;ARR;2016;Scheduled;Traditional Scheduled;1889
LCLK;ARR;2016;Business;Business Aviation;179
ESSB;ARR;2016;Scheduled;Traditional Scheduled;1610
LEBB;ARR;2016;Lowcost;Lowcost;787
EHEH;ARR;2016;Lowcost;Lowcost;1572
LFPO;ARR;2016;Scheduled;Traditional Scheduled;6378
LSGG;ARR;2016;Scheduled;Traditional Scheduled;3959
EGPH;ARR;2016;Lowcost;Lowcost;3402
LJLJ;ARR;2016;Scheduled;Traditional Scheduled;1026
LEAL;ARR;2016;Lowcost;Lowcost;3664
LFPG;ARR;2016;Scheduled;Traditional Scheduled;17249
LFBD;ARR;2016;Scheduled;Traditional Scheduled;875
EYVI;ARR;2016;Non-Scheduled;Charter;167
LEAL;ARR;2016;Non-Scheduled;Charter;84
EKCH;ARR;2016;Scheduled;Traditional Scheduled;7900
LFPO;ARR;2016;Lowcost;Lowcost;3843
EDDP;ARR;2016;Cargo;All-Cargo;1543
LLBG;ARR;2016;Non-Scheduled;Charter;907
ESSA;ARR;2016;Scheduled;Traditional Scheduled;6704
EGPF;ARR;2016;Scheduled;Traditional Scheduled;1760
GCFV;ARR;2016;Scheduled;Traditional Scheduled;1055
ENVA;ARR;2016;Scheduled;Traditional Scheduled;1723
EIDW;ARR;2016;Scheduled;Traditional Scheduled;5738
LKPR;ARR;2016;Scheduled;Traditional Scheduled;3435
GCLP;ARR;2016;Lowcost;Lowcost;1653
LPPR;ARR;2016;Scheduled;Traditional Scheduled;1643
LEMG;ARR;2016;Business;Business Aviation;580
ENZV;ARR;2016;Scheduled;Traditional Scheduled;1497
EDDB;ARR;2016;Scheduled;Traditional Scheduled;328
LICJ;ARR;2016;Lowcost;Lowcost;1310
EDDC;ARR;2016;Scheduled;Traditional Scheduled;389
EPWA;ARR;2016;Lowcost;Lowcost;1046
LIMC;ARR;2016;Lowcost;Lowcost;3613
LIPZ;ARR;2016;Cargo;All-Cargo;131
LIME;ARR;2016;Lowcost;Lowcost;3021
LIRN;ARR;2016;Business;Business Aviation;510
