AIRPORT;APT_ICAO;YEAR;MONTH_NUM;NB_ASMA_FL;ASMA_REF_TIME_MIN;ADD_ASMA_TIME_MIN;NB_TAXI_OUT_FL;TAXI_OUT_REF_TIME_MIN;ADD_TAXI_OUT_TIME_MIN;NB_TAXI_IN_FL;TAXI_IN_REF_TIME_MIN;ADD_TAXI_IN_TIME_MIN;NB_DLY_DEP_FL;DLY_89_MIN;DLY_999_MIN;DLY_ZZZ_MIN;DLY_OTHER_MIN;UN_RPTED_DLY_MIN;OV_RPTED_DLY_MIN;DLY_89_PER_FL_MM;DLY_89_PER_FL_YY
LIRN;LIRN;2025;11;2197;24777,08167;6491,95167;2669;18033,60000;8877,40000;2676;9716,20000;4157,80000;2695;3373;22113;0;26428;0;-1402;NA;NA
LIRN;LIRN;2025;12;2317;26051,92083;5808,12917;2852;18900,00000;8534,00000;2852;10881,00000;4657,00000;2882;4497;20167;0;36145;0;-1083;1,56;NA
LJLJ;LJLJ;2025;1;576;6512,79167;1529,49167;577;3801,11333;1887,07000;581;1384,94833;540,48500;689;74;0;0;5369;1208;-4;0,11;0,11
LJLJ;LJLJ;2025;2;504;5681,25167;1119,71500;573;3647,08833;2105,81167;570;1359,58000;521,73667;667;122;0;0;4761;1060;0;0,18;0,18
LJLJ;LJLJ;2025;3;610;6903,25333;1399,38000;663;4265,87667;1785,32333;678;1619,77000;625,03000;773;49;0;0;3472;865;0;0,06;0,06
LJLJ;LJLJ;2025;4;774;8959,64583;1826,02083;897;5795,48667;2869,69667;892;2194,01500;859,33500;984;194;0;0;6029;1638;0;0,20;0,20
LJLJ;LJLJ;2025;5;881;10199,90000;1891,58333;1007;6440,13167;2900,53500;1008;2457,39833;949,23500;1076;167;0;0;7731;2143;0;0,16;0,16
LJLJ;LJLJ;2025;6;892;10180,50667;1973,01000;1103;6782,11833;3260,79833;1112;2655,59667;956,80333;1193;101;0;0;11392;2597;0;0,08;0,08
LJLJ;LJLJ;2025;7;965;10925,06500;2005,71833;1117;7162,77833;3664,10500;1119;2651,18167;1225,40167;1204;163;0;0;18088;2383;-2;0,14;0,14
LJLJ;LJLJ;2025;8;952;10833,90167;1783,46500;1097;7011,19167;3791,34167;1100;2561,69667;1261,68667;1182;128;0;0;12399;1812;-1;0,11;0,11
LJLJ;LJLJ;2025;9;927;10614,96000;1998,82333;1016;6594,90667;3250,24333;1026;2408,86833;1069,51500;1102;106;0;0;14867;1243;0;0,10;0,10
LJLJ;LJLJ;2025;10;851;9793,00833;1989,89167;972;6258,03000;3149,87000;974;2272,31167;959,60500;1073;204;0;0;11670;2484;0;0,19;0,19
LJLJ;LJLJ;2025;11;576;6567,45500;1323,81167;396;2372,53500;1739,34833;392;921,43333;471,85000;808;240;0;0;5933;3231;0;0,30;0,30
LJLJ;LJLJ;2025;12;638;7279,19250;1651,15750;660;4540,34500;3612,03833;657;1555,67333;624,67667;769;214;0;0;8061;1044;-1;0,28;0,28
LKPR;LKPR;2025;1;3509;40223,19917;11062,43417;3267;24259,00000;9005,00000;4107;18773,00000;6596,00000;4190;1822;14527;5994;36683;2772;-1425;0,43;NA
LKPR;LKPR;2025;2;3538;39160,89083;9979,07583;3301;26954,70000;8892,30000;4103;16905,80000;5593,20000;4195;1192;12284;6900;25920;2020;-1008;NA;NA
LKPR;LKPR;2025;3;4218;46595,04417;10664,48917;4499;37545,80000;11143,20000;4872;19771,50000;6131,50000;4976;794;10575;7369;26955;1937;-1991;NA;NA
LKPR;LKPR;2025;4;4663;50628,82833;11424,25500;4262;37511,80000;11429,20000;4572;16483,00000;4591,00000;5423;731;17111;8296;45968;2959;-2390;0,13;NA
LKPR;LKPR;2025;5;5153;55608,76250;13277,62083;5450;48841,00000;15553,00000;5689;19809,00000;6141,00000;6101;914;17252;9455;44159;3137;-570;0,15;NA
LKPR;LKPR;2025;6;5681;61244,93833;16111,01167;6124;55203,60000;20189,40000;6454;23017,80000;7380,20000;6707;884;23549;12081;62582;4099;-817;0,13;NA
LKPR;LKPR;2025;7;5672;60173,56250;13919,97083;6511;59895,80000;19735,20000;6675;23490,00000;7600,00000;6847;853;25545;13062;84572;5051;-1109;0,12;NA
LKPR;LKPR;2025;8;5703;63317,28917;13325,14417;6364;54256,10000;18934,90000;6527;26145,20000;7828,80000;6760;658;26934;10196;68937;4103;-232;0,10;NA
LKPR;LKPR;2025;9;5739;64399,51500;16157,60167;6365;53745,20000;19961,80000;6516;25472,00000;8568,00000;6784;708;24056;10518;65261;4338;-800;0,10;NA
LKPR;LKPR;2025;10;5351;61482,78667;13876,54667;5987;48409,90000;17382,10000;6050;25754,50000;8578,50000;6258;886;22995;9770;58068;4251;-3498;0,14;NA
LKPR;LKPR;2025;11;4567;52818,01333;14985,33667;4391;34551,60000;15667,40000;5269;22617,50000;9950,50000;5372;1667;16062;10342;36506;3278;-755;NA;NA
LKPR;LKPR;2025;12;4805;55571,35250;19574,51417;4610;37002,50000;17606,50000;5531;23720,10000;9175,90000;5644;6051;26765;10538;62950;4679;-1303;1,07;NA
LLBG;LLBG;2025;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LLBG;LLBG;2025;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LMML;LMML;2025;1;1669;17950,26750;6864,31583;2744;11691,20000;9165,80000;NA;NA;NA;2848;2269;0;0;24849;7470;-182;0,80;0,80
LMML;LMML;2025;2;1701;18300,60583;6705,24417;2686;11392,70000;10148,30000;NA;NA;NA;2800;2169;0;0;18531;4789;-224;0,77;0,77
LMML;LMML;2025;3;2093;22490,60500;7573,61167;3043;13067,20000;12590,80000;NA;NA;NA;3140;2604;0;0;23592;6986;-108;0,83;0,83
LMML;LMML;2025;4;2441;26180,59667;9525,53667;3847;16892,30000;15607,70000;NA;NA;NA;3954;3497;0;0;36541;13089;-42;0,88;0,88
LMML;LMML;2025;5;2574;27689,34167;11016,24167;3878;17362,80000;14589,20000;NA;NA;NA;4126;2988;0;0;43958;14603;-38;0,72;0,72
LMML;LMML;2025;6;2533;27343,01667;9961,80000;3885;17507,40000;13334,60000;NA;NA;NA;4078;2736;0;0;52302;13486;-143;0,67;0,67
LMML;LMML;2025;7;2663;28823,11833;12091,06500;4106;18535,60000;14451,40000;NA;NA;NA;4263;3987;0;0;73387;11648;-50;0,94;0,94
LMML;LMML;2025;8;2642;28455,16667;10555,86667;4176;18690,20000;16151,80000;NA;NA;NA;4266;2621;0;0;59975;9430;-71;0,61;0,61
LMML;LMML;2025;9;2480;26765,77500;9589,69167;3931;17773,00000;14423,00000;NA;NA;NA;4018;1964;0;0;70350;8857;-1476;0,49;0,49
LMML;LMML;2025;10;2649;28774,93167;12405,58500;4076;19059,10000;14688,90000;NA;NA;NA;4169;1884;0;0;54815;12229;-99;0,45;0,45
LMML;LMML;2025;11;2106;22834,13333;7963,05000;3246;14935,90000;11890,10000;NA;NA;NA;3326;1628;0;0;25794;7019;-47;0,49;0,49
LMML;LMML;2025;12;2105;22791,23833;6427,07833;3243;14895,00000;10878,00000;NA;NA;NA;3321;1134;0;0;28843;10203;-121;0,34;0,34
LOWW;LOWW;2025;1;7116;78779,37917;20477,28750;6475;47299,70000;13674,30000;7949;36122,80000;10780,20000;8350;7912;0;0;153768;2465;-80840;0,95;0,95
LOWW;LOWW;2025;2;6876;75453,32500;17880,59167;6639;48709,90000;12849,10000;7708;33486,20000;10626,80000;7954;5818;0;0;108790;2384;-57304;0,73;0,73
LOWW;LOWW;2025;3;8142;89846,43083;20435,05250;8661;61742,40000;18549,60000;9231;39073,20000;13671,80000;9459;5861;0;0;91218;3124;-36608;0,62;0,62
LOWW;LOWW;2025;4;9121;101351,46833;26070,18167;10236;71065,00000;24816,00000;10565;44357,20000;16493,80000;10779;5462;0;0;99999;3196;0;0,51;0,51
LOWW;LOWW;2025;5;9824;109166,75667;28825,62667;11094;76479,90000;26524,10000;11259;48564,60000;16688,40000;11523;4920;0;0;106884;3812;0;0,43;0,43
LOWW;LOWW;2025;6;9831;108962,84750;30276,30250;11358;77902,60000;31857,40000;11403;49621,30000;17368,70000;11627;8111;0;0;163781;7836;0;0,70;0,70
LOWW;LOWW;2025;7;9992;110873,43000;27272,18667;11792;80739,60000;36861,41667;11874;52247,40000;18812,60000;12062;8094;0;0;228338;6104;0;0,67;0,67
LOWW;LOWW;2025;8;10224;113420,52917;24871,62083;11795;81090,90000;33182,08333;11924;51862,30000;18543,70000;12082;8058;0;0;173874;3759;0;0,67;0,67
LOWW;LOWW;2025;9;10070;111846,77167;26237,36167;11432;77813,00000;31386,00000;11650;49691,80000;18171,20000;11843;6354;0;0;160915;4195;0;0,54;0,54
LOWW;LOWW;2025;10;10027;111341,74417;30503,18917;11360;78088,80000;31201,20000;11509;49208,80000;17877,20000;11722;9378;8;0;152265;4207;0;0,80;0,80
LOWW;LOWW;2025;11;8334;92447,69000;23565,44333;8608;59973,10000;20219,90000;9392;41497,50000;14895,50000;9578;4958;0;0;85636;2768;0;0,52;0,52
LOWW;LOWW;2025;12;8482;94122,28250;26422,05083;8318;58503,30000;21866,70000;9514;44710,90000;16601,10000;9723;9415;14;0;130454;3245;0;0,97;0,97
LPFR;LPFR;2025;1;1082;12125,83333;1929,40000;1267;9259,51000;2404,50667;1257;4275,51500;913,71833;1279;239;0;4765;14097;604;-157;0,19;0,19
LPFR;LPFR;2025;2;1195;13447,19667;1841,62000;1335;10025,58500;2550,74833;1333;4439,32000;1127,49667;1343;215;0;2665;8408;564;-198;0,16;0,16
LPFR;LPFR;2025;3;1770;19883,15833;3563,74167;1974;14783,16667;4357,98333;1977;6978,52000;1856,04667;1986;1624;0;3256;11924;641;-1214;0,82;0,82
LPFR;LPFR;2025;4;3017;33978,51833;5769,44833;3401;24793,31333;8917,65333;3384;12112,48333;3729,06667;3452;1748;0;7127;28964;2766;-800;0,51;0,51
LPFR;LPFR;2025;5;3396;38163,78500;5876,86500;3815;27629,74333;9936,04000;3813;14399,67333;4179,26000;3866;1969;0;6756;36864;2797;-351;0,51;0,51
LPFR;LPFR;2025;6;3427;38531,60000;6173,48333;3857;28185,99000;11066,17667;3893;14328,13333;4461,15000;3939;3180;0;9784;48760;3938;-1229;0,81;0,81
LPFR;LPFR;2025;7;3892;43619,59000;5905,99333;4302;30767,35167;12238,09833;4310;16071,83333;5595,21667;4433;1681;0;16984;59495;4851;-1239;0,38;0,38
LPFR;LPFR;2025;8;3829;43285,99000;6154,14333;4263;31247,06167;11740,52167;4283;15273,53667;5935,89667;4337;1718;0;9990;42406;3104;-267;0,40;0,40
LPFR;LPFR;2025;9;3467;38990,02417;5275,37583;3917;28830,27667;10230,19000;3916;14431,62667;5227,20667;3957;1865;0;9829;51656;4046;-378;0,47;0,47
LPFR;LPFR;2025;10;3270;36857,21833;5239,63167;3692;27434,27333;9366,06000;3694;12976,01333;4553,95333;3726;1444;0;7612;40150;3436;-644;0,39;0,39
LPFR;LPFR;2025;11;1461;16435,25333;2833,51333;1683;12628,55167;3567,06500;1654;5800,48167;1753,46833;1691;285;0;3341;16262;1288;-48;0,17;0,17
LPFR;LPFR;2025;12;1273;14375,45333;2461,54667;1429;10995,99833;2531,13500;1444;4751,41000;1189,29000;1437;273;0;2906;13593;632;-1466;0,19;0,19
LPPR;LPPR;2025;1;2829;33953,01833;9328,08167;3416;26611,03000;10692,73667;3451;11882,39667;4699,15333;3451;1658;0;6643;37265;3557;-724;0,48;0,48
LPPR;LPPR;2025;2;2945;35268,45000;8036,33333;3535;27463,59167;10818,15833;3541;12439,55500;4400,49500;3551;1542;0;5942;23565;2424;-391;0,43;0,43
LPPR;LPPR;2025;3;3507;41584,98333;9887,80000;4161;30971,74167;12892,35833;4200;15862,02500;6031,50833;4206;2300;0;7301;31414;3222;-762;0,55;0,55
LPPR;LPPR;2025;4;4005;47323,32500;13559,02500;4842;36133,82000;15902,11333;4851;18662,25333;8148,93000;4855;3064;0;12327;51330;5506;-772;0,63;0,63
LPPR;LPPR;2025;5;4227;49318,83083;13896,90250;5084;35352,90000;16712,18333;5097;22096,90500;8763,76167;5095;3329;0;13103;74908;7187;-936;0,65;0,65
LPPR;LPPR;2025;6;4366;50954,60000;14125,55000;5248;36410,32333;18995,94333;5259;22674,57833;9122,77167;5284;3233;0;22333;84279;8542;-854;0,61;0,61
LPPR;LPPR;2025;7;4566;53166,18333;13334,05000;5513;37550,45833;19529,85833;5549;24459,42333;10957,26000;5588;2864;0;25000;95357;9896;-1062;0,51;0,51
LPPR;LPPR;2025;8;4584;53748,90667;14370,71000;5519;38583,21667;20829,48333;5536;23795,91333;8354,08667;5597;4847;0;20626;95928;9691;-1236;0,87;0,87
LPPR;LPPR;2025;9;4379;51432,15000;13830,83333;5278;37113,17000;19837,09667;5283;22553,16833;9984,81500;5339;3955;0;15786;88932;8801;-900;0,74;0,74
LPPR;LPPR;2025;10;4220;50011,90833;14168,19167;5085;37795,57000;19155,39667;5103;20282,54167;8499,57500;5126;3500;0;10581;76193;5642;-940;0,68;0,68
LPPR;LPPR;2025;11;3356;39879,60000;10308,40000;3975;30053,19000;13510,16000;3986;15628,49500;5703,05500;4010;1904;0;7186;35856;4162;-408;0,47;0,47
LPPR;LPPR;2025;12;3530;42020,32000;11425,14667;4211;32529,38667;14397,78000;4207;16332,52167;5772,49500;4229;2347;0;9582;42459;3699;-306;0,55;0,55
LPPT;LPPT;2025;1;7045;89641,01833;38388,81500;8495;91233,89833;40291,10167;8525;36393,29167;13517,00833;8558;36389;114;4035;129014;2891;0;4,25;4,25
LPPT;LPPT;2025;2;6714;86202,56667;40178,56667;8064;87020,52333;38584,47667;8104;34791,74167;13601,60833;8126;56301;1302;1127;122429;3065;0;6,93;6,93
LPPT;LPPT;2025;3;7748;100247,29417;46235,95583;9255;100100,28167;48170,71833;9316;40355,67500;16672,89167;9326;73551;1838;1473;149296;5783;0;7,89;7,89
LPPT;LPPT;2025;4;7664;99549,18500;45111,99833;9609;105490,69667;47736,30333;9647;41918,07833;18357,00500;9689;67676;2914;2698;188601;4632;0;6,98;6,98
LPPT;LPPT;2025;5;8142;107683,68583;40529,03083;10157;109692,17833;47605,82167;10182;45041,93667;19094,36333;10208;51284;2589;2321;160204;4620;0;5,02;5,02
LPPT;LPPT;2025;6;7937;106454,93250;39760,71750;10019;106776,19167;46476,80833;10063;45258,96333;19222,48667;10074;52650;3022;1551;189274;3925;0;5,23;5,23
LPPT;LPPT;2025;7;8227;111218,71500;47535,53500;10111;107582,03500;45883,96500;10429;46638,41667;18562,58333;10239;55637;4376;1852;277286;226;0;5,43;5,43
LPPT;LPPT;2025;8;8377;113446,68333;45922,51667;10462;112475,60333;45725,39667;10496;47127,13500;23430,53167;10594;55653;3567;2466;226120;2253;0;5,25;5,25
LPPT;LPPT;2025;9;7990;109222,27917;42215,23750;9989;106795,31500;42518,68500;9945;44380,78667;16492,21333;10129;41443;3618;1474;208396;3230;-35;4,09;4,09
LPPT;LPPT;2025;10;8162;107966,85333;41431,86333;9966;111766,75333;42440,24667;10054;42585,19333;17494,80667;10206;52105;3306;909;200593;4063;-11;5,11;5,11
LPPT;LPPT;2025;11;7351;96294,72500;40599,52500;8737;99438,05333;36702,94667;8808;36723,34500;17891,02167;8888;43904;3970;770;171935;5008;0;4,94;4,94
LPPT;LPPT;2025;12;7477;99614,66667;41386,66667;8893;99708,40000;35358,60000;8969;37962,29333;15415,70667;9020;51057;4252;795;175575;2423;0;5,66;5,66
LROP;LROP;2025;1;3118;34424,85667;8230,26000;3857;24218,30000;15984,70000;3986;16926,30000;8504,70000;4507;3670;0;16380;46970;1054;-289;0,81;0,81
LROP;LROP;2025;2;3001;30413,61583;8113,03417;3677;18646,00000;18004,00000;3801;18235,60000;8465,40000;4161;3648;0;29720;57503;957;-373;0,88;0,88
LROP;LROP;2025;3;3480;37181,46167;9321,63833;4353;25234,70000;18337,30000;4384;19730,00000;7646,00000;4911;3134;0;21261;32988;972;-236;0,64;0,64
LROP;LROP;2025;4;3767;39037,04167;9283,44167;4750;26160,10000;19934,90000;4845;22756,00000;7450,00000;5298;3042;0;28111;44929;1297;-315;0,57;0,57
LROP;LROP;2025;5;3780;41333,11417;10130,68583;4683;29326,50000;19849,50000;4811;20978,00000;8137,00000;5410;2551;0;24934;43603;1187;-271;0,47;0,47
LROP;LROP;2025;6;3854;40918,51000;9259,67333;4644;27545,10000;18020,90000;4842;22105,10000;7901,90000;5494;2810;0;37579;63677;1343;-272;0,51;0,51
LROP;LROP;2025;7;4107;42884,71833;10430,59833;4868;27690,90000;19904,10000;5148;24432,80000;8767,20000;6040;3084;0;48393;101694;1547;-442;0,51;0,51
LROP;LROP;2025;8;4189;42941,83167;10734,43500;4879;26858,10000;18804,90000;5255;25380,00000;9312,00000;6193;5659;0;47831;116998;1696;-546;0,91;0,91
LROP;LROP;2025;9;4061;41136,41833;9145,83167;4967;26220,40000;18188,60000;5104;23931,90000;9221,10000;5911;4059;0;41057;103900;1511;-494;0,69;0,69
LROP;LROP;2025;10;4040;43246,36000;11528,92333;4839;26110,80000;17959,20000;4901;21670,00000;8894,00000;5796;3930;0;35504;94769;1194;-442;0,68;0,68
LROP;LROP;2025;11;3471;35819,59917;8297,88417;4373;22366,30000;16540,70000;4429;21056,20000;7755,80000;4938;2331;0;33719;32275;648;-200;NA;0,47
LROP;LROP;2025;12;3523;36846,42750;9502,53917;4552;24708,30000;17373,70000;4796;21324,50000;7866,50000;5145;3308;0;36812;56020;996;-324;0,64;0,64
LSGG;LSGG;2025;1;6065;72980,48333;24210,53333;6979;53724,26833;24500,48167;6918;23211,99000;8878,81000;7035;4426;3097;10397;101466;5039;-171;0,63;0,63
LSGG;LSGG;2025;2;6091;73752,15750;23917,34250;6993;53320,32500;25219,42500;6916;23220,91333;8670,58667;7042;4439;2360;7996;70696;4439;-123;0,63;0,63
LSGG;LSGG;2025;3;6746;82575,04167;24866,84167;7804;57946,73167;26637,23500;7732;26411,52167;9794,57833;7788;3782;2366;8261;67240;4315;-171;0,49;0,49
LSGG;LSGG;2025;4;5993;73316,68333;17617,15000;7097;52179,13000;20330,73667;7002;24322,54500;8106,38833;7016;2526;2455;7974;65722;4286;-265;0,36;0,36
LSGG;LSGG;2025;5;6030;73544,64083;18139,74250;7246;52623,20167;26120,03167;7149;24618,40000;6529,26667;7103;1848;1795;13707;69823;6867;-75;0,26;0,26
LSGG;LSGG;2025;6;6088;73211,52000;20350,58000;7224;53694,66333;30079,33667;7181;23473,76000;6562,24000;7136;2035;1917;16948;96544;8267;-99;0,29;0,29
LSGG;LSGG;2025;7;6400;77449,12500;20224,72500;7503;54472,12833;31906,87167;7428;23513,07833;7895,92167;7581;2155;3210;21813;130108;9854;-206;0,28;0,28
LSGG;LSGG;2025;8;6263;75522,06833;17822,86500;7371;54887,02500;28420,97500;7369;22578,09000;8876,91000;7406;2026;2056;2771;104767;18451;-148;0,27;0,27
LSGG;LSGG;2025;9;6229;73912,29333;19035,59000;7379;56046,03833;31862,96167;7337;21434,96167;8222,03833;7327;1809;2228;2934;101049;20846;-146;0,25;0,25
LSGG;LSGG;2025;10;6022;73032,43333;20893,68333;7213;53471,63833;28395,36167;7138;21252,99167;8886,00833;7158;2447;2124;2535;85805;15917;-76;0,34;0,34
LSGG;LSGG;2025;11;4873;58162,70000;13422,76667;5812;45328,84833;18273,15167;5795;17057,33833;7282,66167;5761;1574;1273;1622;39932;12605;-179;0,27;0,27
LSGG;LSGG;2025;12;6157;73796,24667;22460,43667;7149;55987,75000;30472,25000;7132;20923,13833;9785,86167;7178;3979;2796;3155;92249;16915;-248;0,55;0,55
LSZH;LSZH;2025;1;8331;100410,41333;30429,82000;8198;69464,09000;24697,97667;9137;37686,97500;13531,60833;9622;7173;0;0;111481;13082;-1;0,75;0,75
LSZH;LSZH;2025;2;7846;93447,53417;23887,56583;8119;69218,46833;24495,59833;8620;36720,58167;12233,90167;8967;6836;0;0;86092;7058;-8;0,76;0,76
LSZH;LSZH;2025;3;9006;107832,41500;27172,70167;8949;76687,28167;27459,36833;9846;42099,60333;13564,71333;10329;10799;0;0;96930;7115;-1;1,05;1,05
LSZH;LSZH;2025;4;9546;115495,67167;34085,94500;9909;86209,31000;32191,35667;10513;45095,30500;15292,91167;11076;12540;0;0;129705;8257;-11;1,13;1,13
LSZH;LSZH;2025;5;10348;125854,45167;36327,76500;10890;94062,29333;36964,00667;11167;48137,66667;16990,95000;11934;17804;0;0;153839;12352;-1;1,49;1,49
LSZH;LSZH;2025;6;10240;125118,33917;36856,24417;11028;94608,84833;39550,01833;11149;47209,08000;18103,45333;11962;12344;0;0;205991;18908;-7;1,03;1,03
LSZH;LSZH;2025;7;10596;129520,32333;39547,02667;11637;100545,75167;41491,84833;11830;49934,87167;18491,79500;12492;10280;0;0;246089;19823;-1;0,82;0,82
LSZH;LSZH;2025;8;10646;129463,24500;33664,35500;11762;101630,18667;40960,58000;11923;52187,81500;19089,31833;12488;10443;0;0;205868;13882;-1;0,84;0,84
LSZH;LSZH;2025;9;10387;126297,43583;37461,71417;11314;97191,28667;38179,24667;11439;49481,42667;18806,57333;12099;12133;0;0;202249;15898;-32;1,00;1,00
LSZH;LSZH;2025;10;10538;129088,29917;39624,18417;11263;97144,97000;35961,39667;11609;49085,40667;18091,12667;12246;15137;0;0;192323;11525;-1;1,24;1,24
LSZH;LSZH;2025;11;8796;105301,55250;27799,29750;8970;76783,08500;27540,23167;9669;41797,31833;15315,86500;10015;7215;0;0;108423;7489;-3;0,72;0,72
LSZH;LSZH;2025;12;9243;110172,34083;32802,95917;9435;81902,58667;30835,78000;9918;43704,05000;15657,75000;10536;7685;0;0;134277;8725;-99;0,73;0,73
LTAI;LTAI;2025;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTAI;LTAI;2025;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFJ;LTFJ;2025;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
LTFM;LTFM;2025;1;14256;193571,22000;52418,38000;19862;253993,30000;87188,70000;19628;215441,70000;53432,30000;21440;0;272450;0;0;0;0;NA;NA
LTFM;LTFM;2025;2;11973;161694,13250;51394,98417;14522;175670,20000;63825,80000;16665;179538,60000;48819,40000;18398;0;307426;0;0;0;0;NA;NA
LTFM;LTFM;2025;3;13867;189373,32667;51493,15667;18657;233133,90000;77842,10000;18937;208468,80000;46523,20000;20866;0;156533;0;0;0;0;NA;NA
LTFM;LTFM;2025;4;14860;202665,65000;66796,48333;20162;238966,70000;98803,30000;21026;239601,90000;56893,10000;22365;0;239362;0;0;0;0;NA;NA
LTFM;LTFM;2025;5;14966;204815,24583;63600,97083;19862;249920,70000;93955,30000;20667;229764,80000;53761,20000;23213;0;250133;0;0;0;0;NA;NA
LTFM;LTFM;2025;6;15589;213144,56333;62333,80333;21841;252805,80000;104743,20000;22428;250390,20000;62904,80000;23561;0;265920;0;0;0;0;NA;NA
LTFM;LTFM;2025;7;16711;227126,82583;71541,35750;22985;268170,90000;141980,10000;23997;267527,40000;82114,60000;25255;0;400081;0;0;0;0;NA;NA
LTFM;LTFM;2025;8;16822;227905,69833;76894,01833;23681;277495,70000;118517,30000;24485;273272,30000;79578,70000;25521;0;407624;0;0;0;0;NA;NA
