adep_accuracy,adep_correct,adep_coverage,adep_gt_ooa_share,adep_inarea_accuracy,adep_inarea_coverage,adep_ooa_precision,adep_ooa_recall,adep_overall,adep_pred_ooa_share,adep_score,adep_wrong,ades_accuracy,ades_correct,ades_coverage,ades_gt_ooa_share,ades_inarea_accuracy,ades_inarea_coverage,ades_ooa_precision,ades_ooa_recall,ades_overall,ades_pred_ooa_share,ades_score,ades_wrong,datum,fl_cap,k,legacy,margin,n_ground_truth,penalty_nm,radius_nm,stage,stage2_role
0.7915102512272596,32892,0.4368981033685184,0.08297237057908238,0.7924446478907172,0.47586673392644224,0.0,0.0,0.34580932755792926,0.0,15564.0,8664,0.9782569454700603,59614,0.640680852853358,0.08372934101518147,0.9785781119191057,0.6989971543969158,0.0,0.0,0.6267504941334792,0.0,56964.0,1325,field,2000,2.0,,8,95116,10.0,40.0,1,
0.7352139121105101,32892,0.4703519912527861,0.08297237057908238,0.7360529908026943,0.5123245895625057,0.0,0.0,0.34580932755792926,0.0,9200.0,11846,0.9716260043351423,59618,0.6450965137306026,0.08372934101518147,0.9719428096317189,0.703816320910593,0.0,0.0,0.6267925480465958,0.0,56136.0,1741,field,2000,2.0,,8,95116,10.0,60.0,1,
0.6867092571714895,32892,0.5035745826149123,0.08297237057908238,0.6875130638351239,0.5484958268366504,0.0,0.0,0.34580932755792926,0.0,2880.0,15006,0.9622026403279429,59620,0.6514361411329325,0.08372934101518147,0.9625443978043268,0.7107123187075455,0.0,0.0,0.626813575003154,0.0,54936.0,2342,field,2000,2.0,,8,95116,10.0,80.0,1,
0.9806122448979592,2883,0.030909626140712392,0.08297237057908238,0.9846311475409836,0.03356874254792259,0.0,0.0,0.030310357878800622,0.0,2769.0,57,0.9908629794330184,57042,0.6052399175743303,0.08372934101518147,0.9911556706225783,0.6603520286396182,0.0,0.0,0.5997098279994953,0.0,55990.0,526,field,2000,2.0,,16,95116,10.0,5.0,1,
0.896701929060361,2882,0.03379031918920056,0.08297237057908238,0.9000624609618988,0.03671007979455196,0.0,0.0,0.03029984440052147,0.0,2218.0,332,0.9881028660490085,57058,0.6071008032297406,0.08372934101518147,0.9883938470066519,0.6623829630989535,0.0,0.0,0.5998780436519618,0.0,55684.0,687,field,2000,2.0,,16,95116,10.0,10.0,1,
0.8444184002343978,2882,0.035882501366752174,0.08297237057908238,0.8473978241693619,0.038991561955425115,0.0,0.0,0.03029984440052147,0.0,1820.0,531,0.9855873915598106,57032,0.6083729341015182,0.08372934101518147,0.9858770246676692,0.663771342023132,0.0,0.0,0.5996046932167038,0.0,55364.0,834,field,2000,2.0,,16,95116,10.0,15.0,1,
0.731286475513829,2882,0.041433617898145425,0.08297237057908238,0.7335199796385848,0.04504494175914886,0.0,0.0,0.03029984440052147,0.0,764.0,1059,0.9814155180424345,57033,0.6109697632364691,0.08372934101518147,0.981719597211464,0.6665939966954286,0.0,0.0,0.5996152066949829,0.0,54873.0,1080,field,2000,2.0,,16,95116,10.0,20.0,1,
0.5766306522609044,2882,0.05254636443921107,0.08297237057908238,0.5781344032096288,0.05715170136659635,0.0,0.0,0.03029984440052147,0.0,-1350.0,2116,0.9786708306879215,57034,0.6126939736742504,0.08372934101518147,0.9789732058566059,0.6684757664769598,0.0,0.0,0.5996257201732621,0.0,54548.0,1243,field,2000,2.0,,16,95116,10.0,30.0,1,
0.41617328519855595,2882,0.07280583708314059,0.08297237057908238,0.4173182739646684,0.07917545629643218,0.0,0.0,0.03029984440052147,0.0,-5204.0,4043,0.9743077264729496,57035,0.6154485049833887,0.08372934101518147,0.9746074058884845,0.6714820084450156,0.0,0.0,0.5996362336515413,0.0,54027.0,1504,field,2000,2.0,,16,95116,10.0,40.0,1,
0.17876194020592978,2882,0.1694982968165188,0.08297237057908238,0.1790173302689608,0.1845707603411905,0.0,0.0,0.03029984440052147,0.0,-23598.0,13240,0.9662217102588426,57038,0.6206316497750116,0.08372934101518147,0.9665164198325821,0.6771387919955939,0.0,0.0,0.5996677740863787,0.0,53050.0,1994,field,2000,2.0,,16,95116,10.0,60.0,1,
0.1364389528002651,2882,0.2220762016905673,0.08297237057908238,0.13661357603337126,0.24186003852150784,0.0,0.0,0.03029984440052147,0.0,-33600.0,18241,0.9527937860185417,57039,0.6293893771815467,0.08372934101518147,0.9530803549050078,0.6866968055810538,0.0,0.0,0.5996782875646579,0.0,51387.0,2826,field,2000,2.0,,16,95116,10.0,80.0,1,
0.9954163956765462,64282,0.6789394003111989,0.08297237057908238,0.9964193263373273,0.7396244152985417,0.0,0.0,0.6758274107405694,0.0,63690.0,296,0.9869705234793468,60069,0.6398713150258631,0.08372934101518147,0.98732741617357,0.698090692124105,0.0,0.0,0.6315341267504941,0.0,58483.0,793,field,3000,2.0,,0,95116,10.0,5.0,1,
0.9937724330459858,64788,0.6854157029311577,0.08297237057908238,0.9948406117560347,0.7466293680638356,0.0,0.0,0.6811472307498213,0.0,63976.0,406,0.9839844736177733,62361,0.666302199419656,0.08372934101518147,0.9844660194174757,0.7268335781163944,0.0,0.0,0.6556310189663148,0.0,60331.0,1015,field,3000,2.0,,0,95116,10.0,10.0,1,
