airport,n_truth,n_predicted_here,n_correct,n_assigned,role,recall,count_ratio,run,period
LTFJ,985,888,887,917,departures,0.9005076142131979,0.9309644670050762,legacy,2024
LPPT,980,835,633,634,arrivals,0.6459183673469387,0.6469387755102041,legacy,2024
LIMC,971,833,818,826,arrivals,0.8424304840370752,0.850669412976313,legacy,2024
LTFJ,971,855,854,856,arrivals,0.8795056642636457,0.8815653964984552,legacy,2024
LIMC,952,871,864,871,departures,0.907563025210084,0.9149159663865546,legacy,2024
LFPO,952,845,845,846,departures,0.8876050420168067,0.8886554621848739,legacy,2024
LFPO,946,816,816,818,arrivals,0.8625792811839323,0.864693446088795,legacy,2024
EDDB,942,841,824,844,arrivals,0.8747346072186837,0.8959660297239915,legacy,2024
EDDB,937,847,838,851,departures,0.8943436499466382,0.9082177161152615,legacy,2024
EGCC,928,857,853,856,departures,0.9191810344827587,0.9224137931034483,legacy,2024
EGCC,925,771,766,772,arrivals,0.8281081081081081,0.8345945945945946,legacy,2024
EGSS,906,824,818,821,arrivals,0.9028697571743929,0.9061810154525386,legacy,2024
EGSS,898,839,836,842,departures,0.9309576837416481,0.9376391982182628,legacy,2024
EBBR,847,778,770,776,departures,0.9090909090909091,0.9161747343565525,legacy,2024
ESSA,847,727,722,725,arrivals,0.8524203069657615,0.8559622195985832,legacy,2024
EBBR,839,724,722,744,arrivals,0.8605482717520858,0.8867699642431466,legacy,2024
ESSA,830,729,726,730,departures,0.8746987951807229,0.8795180722891566,legacy,2024
EPWA,817,774,773,777,departures,0.9461444308445532,0.9510403916768666,legacy,2024
EPWA,806,732,726,727,arrivals,0.9007444168734491,0.901985111662531,legacy,2024
LEMG,775,216,208,209,arrivals,0.26838709677419353,0.2696774193548387,legacy,2024
LEMG,769,629,623,624,departures,0.8101430429128739,0.811443433029909,legacy,2024
EDDL,758,694,690,701,departures,0.9102902374670184,0.924802110817942,legacy,2024
EDDL,752,682,674,680,arrivals,0.8962765957446809,0.9042553191489362,legacy,2024
LFMN,732,643,631,681,arrivals,0.8620218579234973,0.930327868852459,legacy,2024
LSGG,710,623,611,637,arrivals,0.8605633802816901,0.8971830985915493,legacy,2024
LFMN,708,611,598,633,departures,0.844632768361582,0.8940677966101694,legacy,2024
LSGG,702,633,619,637,departures,0.8817663817663818,0.9074074074074074,legacy,2024
EFHK,661,586,584,587,arrivals,0.8835098335854765,0.8880484114977307,legacy,2024
EFHK,654,607,605,607,departures,0.9250764525993884,0.9281345565749235,legacy,2024
LKPR,629,574,568,574,departures,0.9030206677265501,0.9125596184419714,legacy,2024
LKPR,610,546,539,545,arrivals,0.8836065573770492,0.8934426229508197,legacy,2024
EGGW,591,522,506,523,departures,0.856175972927242,0.8849407783417935,legacy,2024
EGPH,590,505,500,507,arrivals,0.847457627118644,0.8593220338983051,legacy,2024
EGPH,588,522,518,522,departures,0.8809523809523809,0.8877551020408163,legacy,2024
EGGW,586,499,482,499,arrivals,0.8225255972696246,0.8515358361774744,legacy,2024
EDDK,563,467,464,466,departures,0.8241563055062167,0.827708703374778,legacy,2024
EDDH,559,528,524,530,arrivals,0.9373881932021467,0.9481216457960644,legacy,2024
EDDH,554,521,519,521,departures,0.9368231046931408,0.9404332129963899,legacy,2024
EDDK,552,459,456,466,arrivals,0.8260869565217391,0.8442028985507246,legacy,2024
LHBP,547,502,499,509,departures,0.9122486288848263,0.9305301645338209,legacy,2024
LHBP,546,485,480,488,arrivals,0.8791208791208791,0.8937728937728938,legacy,2024
LROP,527,450,447,452,departures,0.8481973434535104,0.857685009487666,legacy,2024
LROP,526,431,430,432,arrivals,0.8174904942965779,0.8212927756653993,legacy,2024
LEAL,525,485,484,485,arrivals,0.9219047619047619,0.9238095238095239,legacy,2024
LEAL,523,487,487,489,departures,0.9311663479923518,0.9349904397705545,legacy,2024
LIML,514,439,420,435,departures,0.8171206225680934,0.8463035019455253,legacy,2024
GCLP,510,4,0,0,arrivals,0.0,0.0,legacy,2024
GCLP,507,1,0,0,departures,0.0,0.0,legacy,2024
LPPR,503,440,436,437,arrivals,0.8667992047713717,0.8687872763419483,legacy,2024
LPPR,498,457,455,457,departures,0.9136546184738956,0.9176706827309237,legacy,2024
LIML,497,433,424,453,arrivals,0.8531187122736419,0.9114688128772636,legacy,2024
LIME,492,460,458,461,arrivals,0.9308943089430894,0.9369918699186992,legacy,2024
LIME,487,454,454,455,departures,0.9322381930184805,0.9342915811088296,legacy,2024
LLBG,483,265,250,252,departures,0.5175983436853002,0.5217391304347826,legacy,2024
LLBG,475,145,32,33,arrivals,0.06736842105263158,0.06947368421052631,legacy,2024
LFML,472,399,371,372,arrivals,0.7860169491525424,0.788135593220339,legacy,2024
LFML,467,393,389,389,departures,0.8329764453961456,0.8329764453961456,legacy,2024
LIRN,452,2,0,0,departures,0.0,0.0,legacy,2024
LEIB,451,392,380,387,arrivals,0.8425720620842572,0.8580931263858093,legacy,2024
LIRN,451,6,0,0,arrivals,0.0,0.0,legacy,2024
EGBB,446,387,386,391,departures,0.8654708520179372,0.8766816143497758,legacy,2024
EGBB,441,363,360,365,arrivals,0.8163265306122449,0.8276643990929705,legacy,2024
LEIB,436,371,367,376,departures,0.841743119266055,0.8623853211009175,legacy,2024
LIPZ,429,369,361,365,arrivals,0.8414918414918415,0.8508158508158508,legacy,2024
LFLL,424,25,15,15,arrivals,0.03537735849056604,0.03537735849056604,legacy,2024
LFLL,422,250,250,250,departures,0.5924170616113744,0.5924170616113744,legacy,2024
LIPZ,422,365,363,371,departures,0.8601895734597157,0.8791469194312796,legacy,2024
ENBR,417,351,349,359,departures,0.8369304556354916,0.8609112709832134,legacy,2024
ENBR,415,347,347,361,arrivals,0.8361445783132531,0.8698795180722891,legacy,2024
EDDS,414,362,361,376,arrivals,0.8719806763285024,0.9082125603864735,legacy,2024
EDDS,408,357,350,361,departures,0.8578431372549019,0.8848039215686274,legacy,2024
LIPE,390,364,359,364,departures,0.9205128205128205,0.9333333333333333,legacy,2024
LIPE,389,362,353,354,arrivals,0.9074550128534704,0.910025706940874,legacy,2024
LICC,387,2,0,0,departures,0.0,0.0,legacy,2024
LICC,384,2,0,0,arrivals,0.0,0.0,legacy,2024
LTAC,379,2,0,0,departures,0.0,0.0,legacy,2024
EGGD,376,341,341,343,arrivals,0.9069148936170213,0.9122340425531915,legacy,2024
EGGD,375,346,346,346,departures,0.9226666666666666,0.9226666666666666,legacy,2024
LYBE,373,318,317,319,departures,0.8498659517426274,0.8552278820375335,legacy,2024
LGIR,373,1,0,0,departures,0.0,0.0,legacy,2024
LGIR,373,6,0,0,arrivals,0.0,0.0,legacy,2024
EDDP,373,287,279,282,arrivals,0.7479892761394102,0.7560321715817694,legacy,2024
LTAC,368,10,0,0,arrivals,0.0,0.0,legacy,2024
LEVC,365,2,0,0,arrivals,0.0,0.0,legacy,2024
LYBE,364,304,297,300,arrivals,0.8159340659340659,0.8241758241758241,legacy,2024
LEVC,359,2,0,0,departures,0.0,0.0,legacy,2024
EDDP,358,280,278,281,departures,0.776536312849162,0.7849162011173184,legacy,2024
GMMN,354,1,0,0,departures,0.0,0.0,legacy,2024
LFBO,354,305,302,308,arrivals,0.8531073446327684,0.8700564971751412,legacy,2024
LPFR,353,325,322,330,arrivals,0.9121813031161473,0.9348441926345609,legacy,2024
LPFR,350,328,326,331,departures,0.9314285714285714,0.9457142857142857,legacy,2024
LFBO,350,308,306,309,departures,0.8742857142857143,0.8828571428571429,legacy,2024
GMMN,348,2,0,0,arrivals,0.0,0.0,legacy,2024
EGPF,340,270,269,270,arrivals,0.7911764705882353,0.7941176470588235,legacy,2024
LFSB,336,309,305,308,arrivals,0.9077380952380952,0.9166666666666666,legacy,2024
EGPF,334,1,0,0,departures,0.0,0.0,legacy,2024
LFSB,330,306,302,302,departures,0.9151515151515152,0.9151515151515152,legacy,2024
ELLX,328,292,287,293,arrivals,0.875,0.8932926829268293,legacy,2024
ELLX,327,296,292,296,departures,0.8929663608562691,0.9051987767584098,legacy,2024
GCXO,327,0,0,0,departures,0.0,0.0,legacy,2024
GCXO,327,1,0,0,arrivals,0.0,0.0,legacy,2024
EPKK,325,297,297,301,departures,0.9138461538461539,0.9261538461538461,legacy,2024
LATI,323,1,0,0,departures,0.0,0.0,legacy,2024
LTBJ,323,2,0,0,departures,0.0,0.0,legacy,2024
EPKK,322,297,297,301,arrivals,0.922360248447205,0.9347826086956522,legacy,2024
LTBJ,320,2,0,0,arrivals,0.0,0.0,legacy,2024
LATI,319,0,0,0,arrivals,0.0,0.0,legacy,2024
LICJ,312,19,16,16,arrivals,0.05128205128205128,0.05128205128205128,legacy,2024
LMML,311,278,275,280,departures,0.8842443729903537,0.9003215434083601,legacy,2024
LICJ,310,66,64,65,departures,0.2064516129032258,0.20967741935483872,legacy,2024
BIKF,308,275,274,275,departures,0.8896103896103896,0.8928571428571429,legacy,2024
LMML,308,270,269,278,arrivals,0.8733766233766234,0.9025974025974026,legacy,2024
BIKF,306,96,94,94,arrivals,0.30718954248366015,0.30718954248366015,legacy,2024
LCLK,302,175,141,141,departures,0.46688741721854304,0.46688741721854304,legacy,2024
EBCI,298,282,282,283,departures,0.9463087248322147,0.9496644295302014,legacy,2024
EBCI,298,280,280,281,arrivals,0.9395973154362416,0.9429530201342282,legacy,2024
LCLK,298,199,174,180,arrivals,0.5838926174496645,0.6040268456375839,legacy,2024
ENZV,297,61,61,61,arrivals,0.2053872053872054,0.2053872053872054,legacy,2024
ENZV,295,42,42,42,departures,0.1423728813559322,0.1423728813559322,legacy,2024
GCTS,295,1,0,0,departures,0.0,0.0,legacy,2024
GCTS,294,1,0,0,arrivals,0.0,0.0,legacy,2024
LGRP,291,274,274,276,arrivals,0.9415807560137457,0.9484536082474226,legacy,2024
EGNX,288,238,235,238,departures,0.8159722222222222,0.8263888888888888,legacy,2024
EGNX,287,226,218,226,arrivals,0.759581881533101,0.7874564459930313,legacy,2024
LGRP,284,266,265,265,departures,0.9330985915492958,0.9330985915492958,legacy,2024
EVRA,282,255,255,259,departures,0.9042553191489362,0.9184397163120568,legacy,2024
EVRA,278,246,244,245,arrivals,0.8776978417266187,0.8812949640287769,legacy,2024
LBSF,277,217,215,215,departures,0.776173285198556,0.776173285198556,legacy,2024
LBSF,275,243,240,242,arrivals,0.8727272727272727,0.88,legacy,2024
LFBD,274,246,246,250,arrivals,0.8978102189781022,0.9124087591240876,legacy,2024
EGLC,273,242,237,238,departures,0.8681318681318682,0.8717948717948718,legacy,2024
LEZL,273,250,248,248,arrivals,0.9084249084249084,0.9084249084249084,legacy,2024
LEZL,271,245,245,245,departures,0.9040590405904059,0.9040590405904059,legacy,2024
LFBD,271,244,243,244,departures,0.8966789667896679,0.9003690036900369,legacy,2024
GMMX,268,5,0,0,arrivals,0.0,0.0,legacy,2024
ENVA,266,7,4,4,departures,0.015037593984962405,0.015037593984962405,legacy,2024
ENVA,266,10,3,3,arrivals,0.011278195488721804,0.011278195488721804,legacy,2024
EGLC,266,238,238,244,arrivals,0.8947368421052632,0.9172932330827067,legacy,2024
EGAA,265,199,198,199,departures,0.7471698113207547,0.7509433962264151,legacy,2024
LGTS,265,230,230,235,arrivals,0.8679245283018868,0.8867924528301887,legacy,2024
LFRS,264,74,72,72,departures,0.2727272727272727,0.2727272727272727,legacy,2024
LFRS,264,101,100,101,arrivals,0.3787878787878788,0.38257575757575757,legacy,2024
EGAA,263,222,166,168,arrivals,0.6311787072243346,0.6387832699619772,legacy,2024
GMMX,261,2,0,0,departures,0.0,0.0,legacy,2024
LGTS,258,147,147,147,departures,0.5697674418604651,0.5697674418604651,legacy,2024
GCRR,258,2,0,0,arrivals,0.0,0.0,legacy,2024
GCRR,257,1,0,0,departures,0.0,0.0,legacy,2024
LFPB,245,200,164,209,arrivals,0.6693877551020408,0.8530612244897959,legacy,2024
LIBD,244,3,0,0,arrivals,0.0,0.0,legacy,2024
LTBS,243,3,0,0,arrivals,0.0,0.0,legacy,2024
LIBD,242,4,0,0,departures,0.0,0.0,legacy,2024
LFPB,239,170,151,179,departures,0.6317991631799164,0.7489539748953975,legacy,2024
EPGD,238,0,0,0,departures,0.0,0.0,legacy,2024
EPGD,238,1,0,0,arrivals,0.0,0.0,legacy,2024
LEBB,234,2,0,0,departures,0.0,0.0,legacy,2024
LTBS,233,3,0,0,departures,0.0,0.0,legacy,2024
ESGG,232,219,219,221,departures,0.9439655172413793,0.9525862068965517,legacy,2024
ESGG,232,214,213,214,arrivals,0.9181034482758621,0.9224137931034483,legacy,2024
LEBB,231,4,3,3,arrivals,0.012987012987012988,0.012987012987012988,legacy,2024
EDDV,227,214,210,211,departures,0.9251101321585903,0.9295154185022027,legacy,2024
EPKT,227,195,194,194,departures,0.8546255506607929,0.8546255506607929,legacy,2024
EDDV,226,204,200,206,arrivals,0.8849557522123894,0.911504424778761,legacy,2024
EPKT,226,197,195,195,arrivals,0.8628318584070797,0.8628318584070797,legacy,2024
HECA,221,2,0,0,arrivals,0.0,0.0,legacy,2024
LTFE,217,110,102,107,arrivals,0.4700460829493088,0.4930875576036866,legacy,2024
HECA,216,0,0,0,departures,0.0,0.0,legacy,2024
LGKR,216,3,0,0,arrivals,0.0,0.0,legacy,2024
LGKR,214,3,0,0,departures,0.0,0.0,legacy,2024
LIRP,214,85,72,73,arrivals,0.3364485981308411,0.3411214953271028,legacy,2024
LEMH,211,117,116,116,departures,0.5497630331753555,0.5497630331753555,legacy,2024
LIRP,211,15,7,7,departures,0.03317535545023697,0.03317535545023697,legacy,2024
LEMH,211,135,134,134,arrivals,0.6350710900473934,0.6350710900473934,legacy,2024
LIEO,211,15,0,0,arrivals,0.0,0.0,legacy,2024
LDZA,210,14,12,12,departures,0.05714285714285714,0.05714285714285714,legacy,2024
UGTB,208,123,120,124,arrivals,0.5769230769230769,0.5961538461538461,legacy,2024
UUEE,207,1,1,1,departures,0.004830917874396135,0.004830917874396135,legacy,2024
LTFE,206,15,7,7,departures,0.03398058252427184,0.03398058252427184,legacy,2024
LDZA,204,55,50,51,arrivals,0.24509803921568626,0.25,legacy,2024
LIEO,203,8,0,0,departures,0.0,0.0,legacy,2024
UUEE,202,7,7,7,arrivals,0.034653465346534656,0.034653465346534656,legacy,2024
UGTB,198,161,161,163,departures,0.8131313131313131,0.8232323232323232,legacy,2024
EYVI,197,183,183,184,departures,0.9289340101522843,0.934010152284264,legacy,2024
EYVI,197,178,178,178,arrivals,0.9035532994923858,0.9035532994923858,legacy,2024
HEGN,194,1,0,0,departures,0.0,0.0,legacy,2024
EKBI,194,172,170,173,departures,0.8762886597938144,0.8917525773195877,legacy,2024
HEGN,194,2,0,0,arrivals,0.0,0.0,legacy,2024
EKBI,194,175,172,173,arrivals,0.8865979381443299,0.8917525773195877,legacy,2024
DTTA,193,2,0,0,departures,0.0,0.0,legacy,2024
EHEH,193,175,175,177,departures,0.9067357512953368,0.917098445595855,legacy,2024
DTTA,192,0,0,0,arrivals,0.0,0.0,legacy,2024
UUWW,192,5,5,5,arrivals,0.026041666666666668,0.026041666666666668,legacy,2024
EGNT,190,168,168,168,departures,0.8842105263157894,0.8842105263157894,legacy,2024
EGNT,190,160,160,160,arrivals,0.8421052631578947,0.8421052631578947,legacy,2024
EGGP,188,165,164,168,arrivals,0.8723404255319149,0.8936170212765957,legacy,2024
EHEH,188,169,168,171,arrivals,0.8936170212765957,0.9095744680851063,legacy,2024
EGGP,187,164,163,164,departures,0.8716577540106952,0.8770053475935828,legacy,2024
LIRQ,185,7,0,0,departures,0.0,0.0,legacy,2024
UUWW,185,5,3,3,departures,0.016216216216216217,0.016216216216216217,legacy,2024
EGPD,184,114,114,114,arrivals,0.6195652173913043,0.6195652173913043,legacy,2024
LIRQ,184,11,0,0,arrivals,0.0,0.0,legacy,2024
EETN,183,157,157,157,departures,0.8579234972677595,0.8579234972677595,legacy,2024
EGPD,182,112,111,111,departures,0.6098901098901099,0.6098901098901099,legacy,2024
EETN,181,151,151,153,arrivals,0.8342541436464088,0.8453038674033149,legacy,2024
DAAG,178,4,1,1,departures,0.0056179775280898875,0.0056179775280898875,legacy,2024
DAAG,178,31,30,30,arrivals,0.16853932584269662,0.16853932584269662,legacy,2024
EGNM,177,156,156,158,arrivals,0.8813559322033898,0.8926553672316384,legacy,2024
EGNM,175,162,162,164,departures,0.9257142857142857,0.9371428571428572,legacy,2024
EDDN,173,160,158,163,departures,0.9132947976878613,0.9421965317919075,legacy,2024
EPWR,173,39,38,38,departures,0.21965317919075145,0.21965317919075145,legacy,2024
GCFV,172,0,0,0,departures,0.0,0.0,legacy,2024
ENBO,172,151,150,187,departures,0.872093023255814,1.0872093023255813,legacy,2024
GCFV,172,1,0,0,arrivals,0.0,0.0,legacy,2024
LGSA,170,39,38,39,departures,0.2235294117647059,0.22941176470588234,legacy,2024
LDSP,170,7,0,0,arrivals,0.0,0.0,legacy,2024
LGSA,170,67,65,65,arrivals,0.38235294117647056,0.38235294117647056,legacy,2024
EDDN,169,153,149,162,arrivals,0.8816568047337278,0.9585798816568047,legacy,2024
ENBO,168,151,151,188,arrivals,0.8988095238095238,1.119047619047619,legacy,2024
EPWR,168,151,149,149,arrivals,0.8869047619047619,0.8869047619047619,legacy,2024
UDYZ,167,0,0,0,arrivals,0.0,0.0,legacy,2024
LDSP,166,2,0,0,departures,0.0,0.0,legacy,2024
OLBA,166,0,0,39,departures,0.0,0.23493975903614459,legacy,2024
UDYZ,166,0,0,0,departures,0.0,0.0,legacy,2024
LIEE,165,1,0,0,arrivals,0.0,0.0,legacy,2024
ENTC,165,10,0,0,arrivals,0.0,0.0,legacy,2024
OLBA,164,2,2,135,arrivals,0.012195121951219513,0.823170731707317,legacy,2024
LIEE,163,1,0,0,departures,0.0,0.0,legacy,2024
ENTC,161,7,0,0,departures,0.0,0.0,legacy,2024
LUKK,160,1,0,0,departures,0.0,0.0,legacy,2024
LGKO,160,153,153,158,arrivals,0.95625,0.9875,legacy,2024
LUKK,159,0,0,0,arrivals,0.0,0.0,legacy,2024
LIRA,157,140,134,151,departures,0.8535031847133758,0.9617834394904459,legacy,2024
LGKO,154,149,149,153,departures,0.9675324675324676,0.9935064935064936,legacy,2024
LIRA,149,133,117,131,arrivals,0.785234899328859,0.8791946308724832,legacy,2024
LIMF,149,130,129,130,arrivals,0.8657718120805369,0.87248322147651,legacy,2024
LGSR,148,6,0,0,arrivals,0.0,0.0,legacy,2024
LIMF,146,126,126,129,departures,0.863013698630137,0.8835616438356164,legacy,2024
EPPO,145,135,135,136,departures,0.9310344827586207,0.9379310344827586,legacy,2024
LGSR,145,1,0,0,departures,0.0,0.0,legacy,2024
EPPO,145,136,135,135,arrivals,0.9310344827586207,0.9310344827586207,legacy,2024
UMKK,144,9,9,9,departures,0.0625,0.0625,legacy,2024
UMKK,144,8,8,8,arrivals,0.05555555555555555,0.05555555555555555,legacy,2024
LDDU,141,0,0,0,departures,0.0,0.0,legacy,2024
LIPX,141,53,49,49,departures,0.3475177304964539,0.3475177304964539,legacy,2024
LDDU,140,2,0,0,arrivals,0.0,0.0,legacy,2024
LIPX,139,116,111,115,arrivals,0.7985611510791367,0.8273381294964028,legacy,2024
EGAC,139,117,117,171,arrivals,0.841726618705036,1.2302158273381294,legacy,2024
EGAC,136,116,116,116,departures,0.8529411764705882,0.8529411764705882,legacy,2024
LPPD,135,68,67,68,arrivals,0.4962962962962963,0.5037037037037037,legacy,2024
EBLG,134,106,105,109,departures,0.7835820895522388,0.8134328358208955,legacy,2024
LPPD,133,115,115,115,departures,0.8646616541353384,0.8646616541353384,legacy,2024
LTAF,131,0,0,0,arrivals,0.0,0.0,legacy,2024
LTAF,129,2,0,0,departures,0.0,0.0,legacy,2024
LPMA,127,111,111,112,departures,0.8740157480314961,0.8818897637795275,legacy,2024
LPMA,127,22,22,25,arrivals,0.1732283464566929,0.1968503937007874,legacy,2024
ULLI,126,3,1,1,departures,0.007936507936507936,0.007936507936507936,legacy,2024
ULLI,126,0,0,0,arrivals,0.0,0.0,legacy,2024
LFOB,125,101,101,103,departures,0.808,0.824,legacy,2024
LFOB,124,119,76,76,arrivals,0.6129032258064516,0.6129032258064516,legacy,2024
ESSB,123,99,99,102,departures,0.8048780487804879,0.8292682926829268,legacy,2024
ESSB,120,102,101,110,arrivals,0.8416666666666667,0.9166666666666666,legacy,2024
LGZA,120,2,0,0,arrivals,0.0,0.0,legacy,2024
LGZA,119,1,0,0,departures,0.0,0.0,legacy,2024
LCPH,118,89,87,88,arrivals,0.7372881355932204,0.7457627118644068,legacy,2024
LCPH,116,0,0,0,departures,0.0,0.0,legacy,2024
EBLG,116,77,75,79,arrivals,0.646551724137931,0.6810344827586207,legacy,2024
LTCG,115,61,60,61,arrivals,0.5217391304347826,0.5304347826086957,legacy,2024
LEST,115,4,1,1,arrivals,0.008695652173913044,0.008695652173913044,legacy,2024
LEST,114,3,3,3,departures,0.02631578947368421,0.02631578947368421,legacy,2024
LTCG,112,36,36,37,departures,0.32142857142857145,0.33035714285714285,legacy,2024
EGLF,112,93,72,87,arrivals,0.6428571428571429,0.7767857142857143,legacy,2024
LRCL,111,0,0,0,arrivals,0.0,0.0,legacy,2024
LRCL,110,1,0,0,departures,0.0,0.0,legacy,2024
LGMK,110,21,19,19,departures,0.17272727272727273,0.17272727272727273,legacy,2024
LGMK,109,24,17,17,arrivals,0.1559633027522936,0.1559633027522936,legacy,2024
EICK,109,93,92,93,arrivals,0.8440366972477065,0.8532110091743119,legacy,2024
EICK,108,95,95,95,departures,0.8796296296296297,0.8796296296296297,legacy,2024
LIBR,108,0,0,0,departures,0.0,0.0,legacy,2024
EGJJ,106,83,81,85,departures,0.7641509433962265,0.8018867924528302,legacy,2024
LWSK,106,1,0,0,departures,0.0,0.0,legacy,2024
LIBR,106,0,0,0,arrivals,0.0,0.0,legacy,2024
EGLF,104,87,75,92,departures,0.7211538461538461,0.8846153846153846,legacy,2024
LWSK,103,90,90,90,arrivals,0.8737864077669902,0.8737864077669902,legacy,2024
BKPR,102,0,0,0,arrivals,0.0,0.0,legacy,2024
LZIB,102,88,85,93,arrivals,0.8333333333333334,0.9117647058823529,legacy,2024
BKPR,101,0,0,0,departures,0.0,0.0,legacy,2024
OKKK,101,88,88,90,departures,0.8712871287128713,0.8910891089108911,legacy,2024
EGJJ,101,88,83,86,arrivals,0.8217821782178217,0.8514851485148515,legacy,2024
LZIB,99,80,78,78,departures,0.7878787878787878,0.7878787878787878,legacy,2024
OJAI,98,1,0,0,arrivals,0.0,0.0,legacy,2024
GMAD,98,2,0,0,arrivals,0.0,0.0,legacy,2024
LJLJ,98,82,80,81,arrivals,0.8163265306122449,0.826530612244898,legacy,2024
LDZD,96,44,38,39,arrivals,0.3958333333333333,0.40625,legacy,2024
OJAI,95,0,0,0,departures,0.0,0.0,legacy,2024
LJLJ,95,77,75,75,departures,0.7894736842105263,0.7894736842105263,legacy,2024
HESH,95,0,0,0,arrivals,0.0,0.0,legacy,2024
LDZD,94,2,0,0,departures,0.0,0.0,legacy,2024
GMAD,93,0,0,0,departures,0.0,0.0,legacy,2024
EDJA,93,81,80,80,departures,0.8602150537634409,0.8602150537634409,legacy,2024
HESH,93,0,0,0,departures,0.0,0.0,legacy,2024
EHRD,92,89,89,91,departures,0.967391304347826,0.9891304347826086,legacy,2024
UUDD,90,7,7,7,departures,0.07777777777777778,0.07777777777777778,legacy,2024
EDJA,90,80,80,80,arrivals,0.8888888888888888,0.8888888888888888,legacy,2024
LICA,89,0,0,0,departures,0.0,0.0,legacy,2024
GCLA,89,0,0,0,departures,0.0,0.0,legacy,2024
LICA,89,2,0,0,arrivals,0.0,0.0,legacy,2024
GCLA,89,0,0,0,arrivals,0.0,0.0,legacy,2024
OKKK,89,29,29,30,arrivals,0.3258426966292135,0.33707865168539325,legacy,2024
EHRD,88,86,86,87,arrivals,0.9772727272727273,0.9886363636363636,legacy,2024
EDDW,87,77,75,79,departures,0.8620689655172413,0.9080459770114943,legacy,2024
EDLW,86,75,75,77,departures,0.872093023255814,0.8953488372093024,legacy,2024
EDDW,86,73,73,79,arrivals,0.8488372093023255,0.9186046511627907,legacy,2024
LEGE,86,47,46,46,arrivals,0.5348837209302325,0.5348837209302325,legacy,2024
EDLW,86,73,73,75,arrivals,0.8488372093023255,0.872093023255814,legacy,2024
