month,adep_accuracy,adep_coverage,adep_overall,ades_accuracy,ades_coverage,ades_overall,max_endpoint_agl_ft,max_endpoint_dist_nm,n_ground_truth,days,cleaned
2024-06,0.9750574968469471,0.7262470500759707,0.7081326307395553,0.94382153507822,0.6468065388635653,0.6104699404088406,15000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9692321255399806,0.7333915236155562,0.7108266252869104,0.9378709474763173,0.6518065927434563,0.6113104667076154,20000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9497424534545769,0.7489520361210789,0.7113115443054343,0.9000391083300743,0.6888544057586827,0.6199959051282881,1000000000.0,20.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.984257458441892,0.2936561816398884,0.2890332869966271,0.9670578168928003,0.3526331102705848,0.3410166057823899,0.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9864610373084949,0.42343128697507515,0.4176984665783037,0.9705969099530367,0.4749727906550717,0.4610071229215832,500.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9871414650679998,0.5086908264097674,0.5021498076487894,0.9707507917779296,0.5205767303526978,0.5053502731710471,1000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.987148653362463,0.5869567559995259,0.5794135712669317,0.9696121238227635,0.550361534068255,0.533637215918275,2000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9861557598177795,0.6670653778596752,0.6578303645513421,0.9623289489989202,0.6087242319421545,0.5857929503550685,5000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.984768736317481,0.6940484272459833,0.6834771926421621,0.9544010465333582,0.6342848522074591,0.6053621267470555,8000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.983234263069654,0.7070119290078557,0.6951583529994936,0.9462353135859672,0.6511923619866593,0.6161812088492333,10000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9714887887126047,0.736257933813942,0.7152663283009515,0.9287977959326676,0.6766559984482592,0.6284765999633617,15000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9593290145437384,0.7535318268515825,0.7228849448808715,0.9148274352882331,0.6894039806463431,0.6306856754921928,20000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9007829753061635,0.8051272104225261,0.7252448841043546,0.8360180230920867,0.7653099710126187,0.6398129290186316,1000000000.0,40.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.98411358966833,0.29371006153083545,0.28904406297481655,0.9666452854393842,0.35279474994342613,0.34102738176057934,0.0,1000000000.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9863107808961604,0.4235067188224011,0.41770924255649305,0.9701793772819013,0.4751883102188601,0.4610178988997726,500.0,1000000000.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9870162878868108,0.5087662582570933,0.5021605836269787,0.970029784065525,0.5209969935020852,0.5053826011056154,1000.0,1000000000.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9870039281911964,0.5870537398032306,0.5794243472451212,0.9687603920111109,0.5508787810213472,0.5336695438528433,2000.0,1000000000.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
2024-06,0.9858693194664255,0.6672701214452742,0.6578411405295316,0.961207963506489,0.6094677744372246,0.5858252782896367,5000.0,1000000000.0,92799,"2024-06-05,2024-06-06,2024-06-07",False
